participant,condition,task,correct_char_1,correct_char_2,correct_char_3,correct_char_4,correct_char_5,given_char_1,given_char_2,given_char_3,given_char_4,given_char_5,correct_bool_1,correct_bool_2,correct_bool_3,correct_bool_4,correct_bool_5,given_bool_1,given_bool_2,given_bool_3,given_bool_4,given_bool_5
7,1,1,s,h,h,l,r,,,,,,0,0,1,1,1,,,,,
7,1,2,l,k,z,s,z,,,,,,1,1,1,1,1,,,,,
7,1,3,s,h,s,g,v,,,,,,1,0,1,1,1,,,,,
7,1,4,z,t,l,r,p,,,,,,0,1,0,0,1,,,,,
7,1,5,g,g,h,k,g,,,,,,1,0,1,0,1,,,,,
7,1,6,g,p,l,g,m,,,,,,0,0,1,0,0,,,,,
7,1,7,v,w,v,f,b,,,,,,1,0,0,1,1,,,,,
7,1,8,x,m,n,v,p,,,,,,0,0,0,1,1,,,,,
7,1,9,x,q,g,v,g,,,,,,0,1,1,0,0,,,,,
7,1,10,t,n,k,g,q,,,,,,0,0,0,1,0,,,,,
7,1,11,d,l,n,d,g,,,,,,0,0,0,0,1,,,,,
7,1,12,b,r,j,h,q,,,,,,1,0,0,0,1,,,,,
7,1,13,l,v,z,g,z,,,,,,0,1,1,1,0,,,,,
7,1,14,h,c,n,x,w,,,,,,0,0,0,1,1,,,,,
7,2,15,v,v,n,f,m,,,,,,0,0,1,0,0,,,,,
7,2,16,v,f,c,t,q,,,,,,1,0,1,1,0,,,,,
7,2,17,x,q,z,f,g,,,,,,1,0,0,1,0,,,,,
7,2,18,p,x,m,b,p,,,,,,1,1,1,0,1,,,,,
7,2,19,v,q,t,h,l,,,,,,0,1,0,1,1,,,,,
7,2,20,h,r,b,s,s,,,,,,1,1,0,1,0,,,,,
7,2,21,r,z,w,v,r,,,,,,1,0,0,1,1,,,,,
7,2,22,b,f,k,h,t,,,,,,1,0,1,1,1,,,,,
7,2,23,d,k,h,t,t,,,,,,1,0,1,0,0,,,,,
7,2,24,j,s,j,l,t,,,,,,1,0,1,1,0,,,,,
7,2,25,g,p,p,h,t,,,,,,1,0,1,0,1,,,,,
7,2,26,q,k,g,h,n,,,,,,0,1,1,0,1,,,,,
7,2,27,w,c,n,s,z,,,,,,1,0,1,0,1,,,,,
7,3,28,w,t,c,n,g,,,,,,0,0,0,0,0,,,,,
7,3,29,f,n,x,m,w,,,,,,1,1,1,0,1,,,,,
7,3,30,p,p,h,x,s,,,,,,0,1,0,1,0,,,,,
7,3,31,z,z,r,l,w,,,,,,0,0,0,1,1,,,,,
7,3,32,k,s,b,m,q,,,,,,0,0,1,1,1,,,,,
7,3,33,d,x,g,b,c,,,,,,1,0,0,1,1,,,,,
7,3,34,c,x,d,p,x,,,,,,0,0,1,1,1,,,,,
7,3,35,q,x,t,f,p,,,,,,1,0,0,1,0,,,,,
7,3,36,d,f,x,b,g,,,,,,1,1,0,1,0,,,,,
7,3,37,t,l,k,n,w,,,,,,0,0,0,0,0,,,,,
7,3,38,c,j,c,c,f,,,,,,1,1,0,1,1,,,,,
7,3,39,n,j,v,j,s,,,,,,1,1,0,0,1,,,,,
7,3,40,b,r,x,l,j,,,,,,1,0,1,1,1,,,,,
7,3,41,k,m,x,q,b,,,,,,0,0,0,1,0,,,,,
7,4,42,w,z,h,x,v,,,,,,1,0,0,0,1,,,,,
7,4,43,k,m,j,m,r,,,,,,1,1,1,0,1,,,,,
7,4,44,r,w,w,x,b,,,,,,0,1,0,0,1,,,,,
7,4,45,n,w,p,d,g,,,,,,0,1,0,0,1,,,,,
7,4,46,d,p,j,z,q,,,,,,0,1,0,1,1,,,,,
7,4,47,x,f,t,x,q,,,,,,1,0,1,1,0,,,,,
7,4,48,q,k,w,f,p,,,,,,1,1,1,0,0,,,,,
7,4,49,t,k,w,r,x,,,,,,1,1,0,0,0,,,,,
7,4,50,j,v,k,t,n,,,,,,1,1,0,0,0,,,,,
7,4,51,s,l,r,l,z,,,,,,0,0,0,0,1,,,,,
7,4,52,k,n,t,v,d,,,,,,1,1,1,1,0,,,,,
7,4,53,l,v,v,b,r,,,,,,1,0,1,1,1,,,,,
7,4,54,j,k,b,h,k,,,,,,0,0,0,1,1,,,,,
7,4,55,n,l,p,f,j,,,,,,1,1,0,0,1,,,,,
7,5,56,q,j,f,l,h,,,,,,0,1,0,1,0,,,,,
7,5,57,x,j,q,k,z,,,,,,1,1,0,1,1,,,,,
7,5,58,g,w,l,g,j,,,,,,0,1,0,0,0,,,,,
7,5,59,d,m,r,r,d,,,,,,1,0,0,0,0,,,,,
7,5,60,l,f,m,w,w,,,,,,1,0,0,0,0,,,,,
7,5,61,k,w,x,z,s,,,,,,0,0,0,0,1,,,,,
7,5,62,g,b,q,x,c,,,,,,0,0,1,0,1,,,,,
7,5,63,n,z,k,f,t,,,,,,1,1,0,0,0,,,,,
7,5,64,b,z,p,v,l,,,,,,0,1,1,1,1,,,,,
7,5,65,k,p,z,j,p,,,,,,1,1,0,1,1,,,,,
7,5,66,m,v,t,j,c,,,,,,1,1,1,0,1,,,,,
7,5,67,n,z,w,w,k,,,,,,0,1,1,0,0,,,,,
7,5,68,f,b,f,t,w,,,,,,1,1,0,1,1,,,,,
7,5,69,s,j,s,q,h,,,,,,0,1,1,1,1,,,,,
7,5,70,v,f,c,q,h,,,,,,1,0,0,0,0,,,,,
7,5,71,x,g,n,w,v,,,,,,0,0,0,0,0,,,,,
