participant,condition,task,correct_char_1,correct_char_2,correct_char_3,correct_char_4,correct_char_5,given_char_1,given_char_2,given_char_3,given_char_4,given_char_5,correct_bool_1,correct_bool_2,correct_bool_3,correct_bool_4,correct_bool_5,given_bool_1,given_bool_2,given_bool_3,given_bool_4,given_bool_5
10,1,1,s,r,h,q,b,,,,,,0,1,0,0,1,,,,,
10,1,2,b,v,v,t,l,,,,,,0,1,0,1,1,,,,,
10,1,3,h,q,h,r,g,,,,,,0,1,0,0,0,,,,,
10,1,4,t,n,v,s,k,,,,,,0,1,1,0,1,,,,,
10,1,5,t,g,k,z,v,,,,,,1,1,0,0,1,,,,,
10,1,6,p,j,v,s,k,,,,,,0,1,0,1,0,,,,,
10,1,7,z,l,w,z,w,,,,,,1,1,1,0,0,,,,,
10,1,8,q,j,l,d,c,,,,,,1,1,0,0,1,,,,,
10,1,9,n,z,r,g,n,,,,,,0,1,0,0,1,,,,,
10,1,10,f,w,n,z,q,,,,,,0,1,0,0,1,,,,,
10,1,11,g,d,z,k,r,,,,,,0,1,0,1,1,,,,,
10,2,12,h,t,x,p,c,,,,,,1,0,1,1,0,,,,,
10,2,13,m,w,x,n,m,,,,,,1,0,0,0,0,,,,,
10,2,14,p,j,s,x,z,,,,,,0,1,0,0,0,,,,,
10,2,15,d,p,x,j,q,,,,,,0,0,1,1,0,,,,,
10,2,16,q,d,m,k,t,,,,,,0,0,0,1,1,,,,,
10,2,17,m,j,n,n,s,,,,,,1,1,0,1,1,,,,,
10,2,18,j,f,k,g,j,,,,,,1,0,0,1,1,,,,,
10,2,19,l,n,x,v,m,,,,,,0,0,1,0,0,,,,,
10,2,20,p,w,b,d,x,,,,,,1,1,0,1,0,,,,,
10,3,21,s,m,x,g,r,,,,,,1,1,1,1,0,,,,,
10,3,22,t,w,h,h,m,,,,,,1,0,0,1,1,,,,,
10,3,23,r,w,v,c,w,,,,,,0,0,0,0,0,,,,,
10,3,24,d,z,q,b,x,,,,,,0,1,0,0,0,,,,,
10,3,25,s,d,r,h,k,,,,,,0,0,1,1,1,,,,,
10,3,26,q,d,q,s,d,,,,,,1,0,0,1,0,,,,,
10,3,27,m,l,b,m,d,,,,,,1,1,0,1,0,,,,,
10,3,28,j,v,n,h,d,,,,,,1,0,0,1,0,,,,,
10,4,29,p,g,c,l,f,,,,,,1,1,1,0,1,,,,,
10,4,30,n,d,w,z,t,,,,,,0,1,1,0,0,,,,,
10,4,31,x,l,d,m,r,,,,,,1,0,0,1,1,,,,,
10,4,32,k,l,s,j,n,,,,,,0,1,1,0,1,,,,,
10,4,33,t,s,j,z,n,,,,,,0,0,1,1,0,,,,,
10,4,34,d,b,d,c,w,,,,,,1,0,1,0,0,,,,,
10,4,35,g,m,q,c,d,,,,,,0,1,1,1,0,,,,,
10,4,36,m,b,w,c,j,,,,,,0,0,0,0,1,,,,,
10,4,37,z,k,h,j,z,,,,,,1,0,1,0,0,,,,,
10,4,38,j,w,x,c,f,,,,,,1,1,1,1,0,,,,,
10,4,39,q,l,l,m,w,,,,,,0,0,0,1,0,,,,,
10,5,40,m,f,f,g,s,,,,,,0,1,0,0,1,,,,,
10,5,41,x,s,n,m,b,,,,,,1,1,0,1,0,,,,,
10,5,42,c,j,c,z,z,,,,,,1,0,1,0,1,,,,,
10,5,43,m,v,d,n,d,,,,,,1,0,1,1,1,,,,,
10,5,44,v,v,s,x,d,,,,,,1,0,0,0,1,,,,,
10,5,45,s,g,n,b,p,,,,,,1,1,1,0,1,,,,,
10,5,46,z,m,h,d,b,,,,,,1,1,0,0,1,,,,,
10,5,47,g,m,d,c,l,,,,,,1,0,1,1,0,,,,,
10,5,48,j,s,n,w,d,,,,,,1,0,1,1,0,,,,,
10,5,49,w,f,h,g,z,,,,,,0,1,1,0,1,,,,,
10,5,50,q,n,k,x,n,,,,,,0,1,1,0,1,,,,,
10,5,51,z,m,s,j,p,,,,,,1,0,0,0,0,,,,,
10,5,52,z,r,c,q,h,,,,,,0,1,0,1,1,,,,,
