participant,condition,task,correct_char_1,correct_char_2,correct_char_3,correct_char_4,correct_char_5,given_char_1,given_char_2,given_char_3,given_char_4,given_char_5,correct_bool_1,correct_bool_2,correct_bool_3,correct_bool_4,correct_bool_5,given_bool_1,given_bool_2,given_bool_3,given_bool_4,given_bool_5
8,1,1,d,f,b,w,d,,,,,,0,0,1,0,0,,,,,
8,1,2,k,b,z,c,s,,,,,,0,0,1,1,0,,,,,
8,1,3,x,l,l,k,q,,,,,,1,1,0,0,1,,,,,
8,1,4,r,l,f,z,c,,,,,,0,0,0,0,0,,,,,
8,1,5,s,p,n,k,x,,,,,,0,0,1,1,1,,,,,
8,1,6,x,l,s,m,n,,,,,,1,0,0,0,1,,,,,
8,1,7,b,r,v,p,q,,,,,,0,0,1,0,0,,,,,
8,1,8,d,n,v,v,z,,,,,,0,0,0,1,0,,,,,
8,1,9,k,g,k,s,g,,,,,,0,1,0,0,0,,,,,
8,1,10,z,k,l,g,h,,,,,,1,0,0,0,0,,,,,
8,2,11,j,t,m,v,p,,,,,,1,1,0,0,1,,,,,
8,2,12,g,h,b,x,z,,,,,,1,1,1,1,0,,,,,
8,2,13,q,f,t,m,f,,,,,,1,1,0,0,1,,,,,
8,2,14,n,h,r,c,c,,,,,,0,1,1,1,0,,,,,
8,2,15,l,c,z,t,x,,,,,,1,0,0,0,0,,,,,
8,2,16,c,n,x,l,b,,,,,,1,1,0,1,1,,,,,
8,2,17,d,m,v,g,x,,,,,,0,1,0,0,1,,,,,
8,2,18,s,z,r,k,m,,,,,,0,1,0,1,1,,,,,
8,2,19,b,p,f,x,f,,,,,,1,1,1,0,0,,,,,
8,2,20,m,f,w,n,v,,,,,,0,1,1,0,0,,,,,
8,2,21,m,b,c,s,j,,,,,,0,0,0,0,1,,,,,
8,2,22,q,q,p,b,d,,,,,,0,0,1,0,0,,,,,
8,2,23,r,f,k,g,k,,,,,,0,0,0,0,0,,,,,
8,2,24,z,k,t,b,l,,,,,,0,1,1,0,1,,,,,
8,3,25,g,m,n,s,t,,,,,,0,1,1,0,0,,,,,
8,3,26,j,m,k,k,s,,,,,,0,1,0,0,1,,,,,
8,3,27,s,m,k,d,k,,,,,,1,1,1,1,0,,,,,
8,3,28,v,s,x,s,s,,,,,,1,1,0,0,1,,,,,
8,3,29,v,l,s,m,j,,,,,,0,1,1,0,1,,,,,
8,3,30,w,d,d,p,w,,,,,,0,0,1,1,1,,,,,
8,3,31,k,m,l,s,l,,,,,,1,1,0,1,0,,,,,
8,3,32,d,z,d,n,m,,,,,,0,1,1,1,1,,,,,
8,3,33,j,r,d,q,w,,,,,,1,1,0,1,0,,,,,
8,3,34,g,x,t,f,f,,,,,,0,1,0,1,0,,,,,
8,3,35,m,l,d,b,v,,,,,,1,1,0,1,0,,,,,
8,3,36,s,b,c,b,p,,,,,,0,0,0,1,1,,,,,
8,3,37,j,m,c,j,p,,,,,,1,1,0,0,0,,,,,
8,3,38,l,m,s,p,r,,,,,,1,1,0,0,0,,,,,
8,3,39,g,g,v,z,h,,,,,,0,1,1,0,1,,,,,
8,3,40,b,x,l,z,j,,,,,,1,1,1,0,1,,,,,
8,3,41,c,f,s,l,k,,,,,,1,0,0,0,1,,,,,
8,3,42,c,l,r,f,f,,,,,,1,0,1,1,1,,,,,
8,4,43,q,j,t,m,t,,,,,,0,1,1,0,0,,,,,
8,4,44,z,g,z,f,f,,,,,,1,0,0,1,1,,,,,
8,4,45,s,f,d,m,n,,,,,,0,0,0,1,0,,,,,
8,4,46,s,f,r,d,t,,,,,,1,1,1,1,1,,,,,
8,4,47,k,c,k,t,s,,,,,,0,1,1,1,1,,,,,
8,4,48,w,h,h,n,m,,,,,,1,0,0,1,0,,,,,
8,4,49,j,k,b,c,c,,,,,,0,0,0,0,0,,,,,
8,4,50,v,k,l,c,s,,,,,,0,1,0,0,0,,,,,
8,4,51,q,r,s,q,l,,,,,,1,1,0,0,1,,,,,
8,4,52,g,m,x,p,d,,,,,,0,0,1,0,1,,,,,
8,4,53,b,d,n,l,f,,,,,,0,0,0,0,0,,,,,
8,4,54,d,p,z,p,s,,,,,,1,0,1,0,1,,,,,
8,4,55,q,r,c,q,q,,,,,,0,1,1,0,1,,,,,
8,4,56,p,l,n,b,c,,,,,,0,1,0,1,0,,,,,
8,4,57,r,l,n,v,p,,,,,,1,1,1,0,0,,,,,
8,5,58,h,b,k,f,w,,,,,,1,1,0,0,0,,,,,
8,5,59,v,p,c,d,v,,,,,,1,1,0,1,0,,,,,
8,5,60,l,p,g,p,r,,,,,,0,1,1,0,0,,,,,
8,5,61,j,g,g,d,q,,,,,,1,1,1,0,0,,,,,
8,5,62,x,j,l,f,v,,,,,,1,1,1,0,1,,,,,
8,5,63,m,p,k,j,k,,,,,,0,0,1,1,0,,,,,
8,5,64,f,n,d,x,l,,,,,,0,1,1,0,1,,,,,
8,5,65,w,w,r,g,m,,,,,,0,0,1,0,1,,,,,
8,5,66,b,f,x,z,x,,,,,,0,0,0,0,0,,,,,
8,5,67,p,l,b,n,k,,,,,,1,1,0,1,1,,,,,
8,5,68,z,l,k,c,z,,,,,,0,1,1,0,1,,,,,
8,5,69,t,g,g,t,d,,,,,,1,1,1,0,0,,,,,
8,5,70,n,g,r,b,r,,,,,,1,1,0,1,0,,,,,
