participant,condition,task,correct_char_1,correct_char_2,correct_char_3,correct_char_4,correct_char_5,given_char_1,given_char_2,given_char_3,given_char_4,given_char_5,correct_bool_1,correct_bool_2,correct_bool_3,correct_bool_4,correct_bool_5,given_bool_1,given_bool_2,given_bool_3,given_bool_4,given_bool_5
2,1,1,q,g,n,v,j,,,,,,0,1,1,0,1,,,,,
2,1,2,f,j,t,g,c,,,,,,0,0,1,0,1,,,,,
2,1,3,z,s,r,z,j,,,,,,1,1,1,0,0,,,,,
2,1,4,c,f,h,l,d,,,,,,1,0,0,1,1,,,,,
2,1,5,b,x,k,d,s,,,,,,0,0,1,1,0,,,,,
2,1,6,k,l,q,p,c,,,,,,0,0,0,1,1,,,,,
2,1,7,b,j,d,f,v,,,,,,0,1,1,0,1,,,,,
2,1,8,p,w,x,f,d,,,,,,0,1,0,1,0,,,,,
2,1,9,r,z,x,x,r,,,,,,0,0,0,0,0,,,,,
2,1,10,g,x,t,h,j,,,,,,0,1,1,0,0,,,,,
2,1,11,c,r,n,q,z,,,,,,0,1,1,1,1,,,,,
2,1,12,l,l,r,z,c,,,,,,1,0,1,0,1,,,,,
2,1,13,c,v,x,b,x,,,,,,1,1,1,1,1,,,,,
2,2,14,d,f,p,x,p,,,,,,0,1,1,1,0,,,,,
2,2,15,z,f,d,c,l,,,,,,0,0,1,1,0,,,,,
2,2,16,v,s,d,x,j,,,,,,0,0,0,0,1,,,,,
2,2,17,d,m,n,s,d,,,,,,0,0,0,0,1,,,,,
2,2,18,d,n,n,q,w,,,,,,0,0,0,1,1,,,,,
2,2,19,f,v,v,q,z,,,,,,0,1,1,1,0,,,,,
2,2,20,c,g,s,h,z,,,,,,1,0,1,1,1,,,,,
2,2,21,z,w,x,m,t,,,,,,1,1,1,0,0,,,,,
2,2,22,q,r,m,p,l,,,,,,1,1,1,1,0,,,,,
2,2,23,n,h,h,z,g,,,,,,1,1,1,0,0,,,,,
2,2,24,d,j,q,t,m,,,,,,1,1,1,0,1,,,,,
2,2,25,g,v,g,f,l,,,,,,0,0,1,1,0,,,,,
2,2,26,d,z,c,g,s,,,,,,1,0,0,0,1,,,,,
2,3,27,h,k,t,r,q,,,,,,0,1,1,0,1,,,,,
2,3,28,m,j,m,q,g,,,,,,1,1,1,1,1,,,,,
2,3,29,j,c,z,h,d,,,,,,0,1,0,1,0,,,,,
2,3,30,p,s,v,z,c,,,,,,1,1,1,0,1,,,,,
2,3,31,n,m,z,r,x,,,,,,1,1,0,1,1,,,,,
2,3,32,c,r,t,b,r,,,,,,0,0,0,1,1,,,,,
2,3,33,w,r,l,p,d,,,,,,0,1,1,1,1,,,,,
2,3,34,s,c,l,m,g,,,,,,0,1,1,0,1,,,,,
2,3,35,z,c,q,m,g,,,,,,0,0,1,0,1,,,,,
2,3,36,n,l,r,z,n,,,,,,0,1,0,1,0,,,,,
2,3,37,v,s,w,m,t,,,,,,0,0,1,0,0,,,,,
2,3,38,s,f,p,g,h,,,,,,1,0,1,1,0,,,,,
2,3,39,c,h,n,g,f,,,,,,0,0,1,0,1,,,,,
2,3,40,z,x,h,x,z,,,,,,1,1,0,0,0,,,,,
2,4,41,q,c,g,r,s,,,,,,0,0,0,0,1,,,,,
2,4,42,n,x,d,k,l,,,,,,1,1,0,0,1,,,,,
2,4,43,v,d,s,r,g,,,,,,0,1,1,0,1,,,,,
2,4,44,n,z,q,b,b,,,,,,1,1,1,0,0,,,,,
2,4,45,f,b,f,g,k,,,,,,1,1,1,1,1,,,,,
2,4,46,p,d,v,c,n,,,,,,0,1,1,0,0,,,,,
2,4,47,w,s,x,z,k,,,,,,0,1,0,0,0,,,,,
2,4,48,h,z,t,z,b,,,,,,1,0,0,1,0,,,,,
2,4,49,x,n,j,f,h,,,,,,1,1,0,1,1,,,,,
2,4,50,t,s,s,x,q,,,,,,0,0,1,1,0,,,,,
2,4,51,t,l,s,v,c,,,,,,1,1,0,1,1,,,,,
2,5,52,v,g,z,r,b,,,,,,1,1,1,1,1,,,,,
2,5,53,c,z,f,n,g,,,,,,0,1,0,1,1,,,,,
2,5,54,j,h,n,n,p,,,,,,0,0,1,0,0,,,,,
2,5,55,p,f,r,v,z,,,,,,0,0,1,0,1,,,,,
2,5,56,h,c,h,k,k,,,,,,1,1,0,1,1,,,,,
2,5,57,f,j,d,f,m,,,,,,0,1,1,0,1,,,,,
2,5,58,t,z,j,c,m,,,,,,0,1,0,1,0,,,,,
2,5,59,p,m,z,t,j,,,,,,1,0,1,1,0,,,,,
2,5,60,m,f,c,d,w,,,,,,1,1,1,0,1,,,,,
2,5,61,t,w,b,d,s,,,,,,0,1,1,0,1,,,,,
