participant,condition,task,correct_char_1,correct_char_2,correct_char_3,correct_char_4,correct_char_5,given_char_1,given_char_2,given_char_3,given_char_4,given_char_5,correct_bool_1,correct_bool_2,correct_bool_3,correct_bool_4,correct_bool_5,given_bool_1,given_bool_2,given_bool_3,given_bool_4,given_bool_5
1,1,1,j,v,l,x,n,,,,,,0,0,0,1,0,,,,,
1,1,2,v,n,q,w,f,,,,,,1,0,0,0,0,,,,,
1,1,3,d,q,z,w,x,,,,,,0,1,1,1,0,,,,,
1,1,4,f,l,w,q,q,,,,,,0,1,0,1,1,,,,,
1,1,5,w,w,q,w,t,,,,,,1,0,1,1,1,,,,,
1,1,6,m,n,n,w,g,,,,,,1,1,1,1,0,,,,,
1,1,7,z,d,w,b,k,,,,,,0,0,0,0,1,,,,,
1,1,8,c,q,q,n,k,,,,,,1,0,0,0,0,,,,,
1,1,9,f,b,b,n,x,,,,,,0,0,1,1,1,,,,,
1,1,10,m,p,p,d,k,,,,,,1,0,1,1,0,,,,,
1,2,11,n,j,w,n,s,,,,,,1,0,1,0,1,,,,,
1,2,12,l,j,r,h,p,,,,,,0,0,1,0,0,,,,,
1,2,13,g,s,x,s,h,,,,,,0,0,1,0,1,,,,,
1,2,14,r,b,j,p,g,,,,,,1,1,1,1,1,,,,,
1,2,15,t,b,s,c,r,,,,,,0,0,0,1,1,,,,,
1,2,16,s,n,z,k,m,,,,,,1,0,1,1,1,,,,,
1,2,17,b,n,j,r,b,,,,,,0,1,1,0,1,,,,,
1,2,18,x,z,x,w,v,,,,,,1,1,1,1,1,,,,,
1,2,19,f,b,s,v,m,,,,,,1,0,0,0,0,,,,,
1,2,20,p,t,f,j,s,,,,,,1,1,0,0,0,,,,,
1,2,21,p,z,z,q,p,,,,,,1,1,0,1,0,,,,,
1,2,22,j,t,d,d,n,,,,,,0,0,0,0,0,,,,,
1,2,23,x,n,n,z,s,,,,,,1,0,0,1,1,,,,,
1,2,24,r,w,c,h,l,,,,,,0,1,1,1,0,,,,,
1,3,25,k,q,s,l,v,,,,,,1,0,1,0,0,,,,,
1,3,26,g,h,l,z,b,,,,,,1,0,1,1,0,,,,,
1,3,27,x,q,s,k,p,,,,,,1,1,0,1,0,,,,,
1,3,28,c,g,c,h,g,,,,,,1,1,1,1,1,,,,,
1,3,29,x,p,g,t,m,,,,,,1,1,0,0,1,,,,,
1,3,30,r,l,h,j,h,,,,,,1,1,1,1,1,,,,,
1,3,31,k,s,p,r,q,,,,,,0,1,0,1,1,,,,,
1,3,32,z,l,g,l,h,,,,,,0,1,1,1,1,,,,,
1,3,33,q,n,w,g,m,,,,,,0,1,0,1,0,,,,,
1,3,34,s,j,p,f,p,,,,,,1,1,0,1,0,,,,,
1,3,35,p,v,v,c,h,,,,,,0,0,0,0,0,,,,,
1,3,36,d,q,m,k,f,,,,,,0,1,1,1,0,,,,,
1,3,37,h,q,d,g,l,,,,,,0,0,1,1,1,,,,,
1,3,38,l,g,s,v,v,,,,,,0,0,0,1,0,,,,,
1,3,39,s,r,k,q,h,,,,,,0,1,1,1,0,,,,,
1,3,40,k,r,m,w,x,,,,,,0,0,1,1,1,,,,,
1,4,41,q,t,l,n,q,,,,,,1,1,1,1,1,,,,,
1,4,42,n,j,n,d,r,,,,,,0,0,0,1,0,,,,,
1,4,43,b,n,c,f,c,,,,,,1,1,0,0,1,,,,,
1,4,44,d,v,q,d,n,,,,,,1,1,1,0,0,,,,,
1,4,45,h,l,c,t,m,,,,,,1,1,1,0,0,,,,,
1,4,46,s,h,d,t,s,,,,,,0,0,0,1,0,,,,,
1,4,47,d,d,g,w,j,,,,,,0,1,1,1,0,,,,,
1,4,48,z,n,j,x,k,,,,,,0,0,0,0,0,,,,,
1,4,49,l,p,c,d,p,,,,,,1,0,1,0,1,,,,,
1,4,50,z,m,g,t,c,,,,,,0,1,1,0,1,,,,,
1,4,51,h,d,x,l,z,,,,,,0,1,0,1,1,,,,,
1,4,52,r,r,b,t,q,,,,,,0,1,1,1,0,,,,,
1,4,53,p,m,x,h,l,,,,,,1,1,1,0,0,,,,,
1,4,54,l,f,l,m,c,,,,,,0,0,0,0,0,,,,,
1,4,55,n,n,s,f,w,,,,,,0,0,1,0,1,,,,,
1,5,56,j,c,t,w,h,,,,,,0,1,0,0,0,,,,,
1,5,57,s,z,k,q,b,,,,,,1,0,1,1,1,,,,,
1,5,58,n,t,p,x,l,,,,,,1,0,0,0,0,,,,,
1,5,59,s,d,k,r,x,,,,,,0,0,0,1,1,,,,,
1,5,60,r,w,b,x,f,,,,,,0,1,0,0,0,,,,,
1,5,61,f,b,h,s,t,,,,,,0,1,1,1,0,,,,,
1,5,62,d,m,d,n,l,,,,,,0,1,0,1,1,,,,,
1,5,63,m,g,c,q,n,,,,,,0,0,0,1,0,,,,,
1,5,64,w,g,h,t,c,,,,,,0,0,1,1,0,,,,,
1,5,65,r,w,j,g,h,,,,,,0,1,0,1,0,,,,,
1,5,66,v,n,h,x,s,,,,,,1,1,1,0,0,,,,,
1,5,67,n,l,c,g,t,,,,,,0,1,1,1,1,,,,,
1,5,68,q,z,d,r,k,,,,,,1,1,1,1,0,,,,,
1,5,69,m,d,l,j,l,,,,,,1,1,1,1,1,,,,,
