participant,condition,task,correct_char_1,correct_char_2,correct_char_3,correct_char_4,correct_char_5,given_char_1,given_char_2,given_char_3,given_char_4,given_char_5,correct_bool_1,correct_bool_2,correct_bool_3,correct_bool_4,correct_bool_5,given_bool_1,given_bool_2,given_bool_3,given_bool_4,given_bool_5
2,5,1,v,g,z,r,b,,,,,,1,1,1,1,1,,,,,
2,5,2,c,z,f,n,g,,,,,,0,1,0,1,1,,,,,
2,5,3,j,h,n,n,p,,,,,,0,0,1,0,0,,,,,
2,5,4,p,f,r,v,z,,,,,,0,0,1,0,1,,,,,
2,5,5,h,c,h,k,k,,,,,,1,1,0,1,1,,,,,
2,5,6,f,j,d,f,m,,,,,,0,1,1,0,1,,,,,
2,5,7,t,z,j,c,m,,,,,,0,1,0,1,0,,,,,
2,5,8,p,m,z,t,j,,,,,,1,0,1,1,0,,,,,
2,5,9,m,f,c,d,w,,,,,,1,1,1,0,1,,,,,
2,5,10,t,w,b,d,s,,,,,,0,1,1,0,1,,,,,
2,4,11,t,l,s,v,c,,,,,,1,1,0,1,1,,,,,
2,3,12,s,f,p,g,h,,,,,,1,0,1,1,0,,,,,
2,3,13,c,h,n,g,f,,,,,,0,0,1,0,1,,,,,
2,3,14,z,x,h,x,z,,,,,,1,1,0,0,0,,,,,
