participant,condition,task,correct_char_1,correct_char_2,correct_char_3,correct_char_4,correct_char_5,given_char_1,given_char_2,given_char_3,given_char_4,given_char_5,correct_bool_1,correct_bool_2,correct_bool_3,correct_bool_4,correct_bool_5,given_bool_1,given_bool_2,given_bool_3,given_bool_4,given_bool_5
5,1,1,j,k,j,w,w,,,,,,1,0,0,1,1,,,,,
5,1,2,s,k,q,h,v,,,,,,1,1,0,0,1,,,,,
5,1,3,g,k,m,j,v,,,,,,1,1,0,1,1,,,,,
5,1,4,b,f,w,f,f,,,,,,1,0,1,1,1,,,,,
5,1,5,z,c,v,x,n,,,,,,0,1,1,0,0,,,,,
5,1,6,s,r,p,l,w,,,,,,0,1,0,1,0,,,,,
5,1,7,x,x,r,q,q,,,,,,0,0,0,1,0,,,,,
5,1,8,n,q,q,z,q,,,,,,0,0,0,1,0,,,,,
5,1,9,s,w,z,d,b,,,,,,1,1,0,1,0,,,,,
5,1,10,l,x,m,s,q,,,,,,0,1,1,0,0,,,,,
5,1,11,k,p,q,t,c,,,,,,1,0,1,1,1,,,,,
5,1,12,v,s,l,k,r,,,,,,1,1,1,1,0,,,,,
5,1,13,f,r,z,w,f,,,,,,0,0,1,0,1,,,,,
5,1,14,g,g,g,m,k,,,,,,0,0,1,1,1,,,,,
5,1,15,n,n,c,m,l,,,,,,0,1,1,0,1,,,,,
5,1,16,h,j,z,b,g,,,,,,1,0,0,0,1,,,,,
5,2,17,n,n,c,b,j,,,,,,0,0,1,0,1,,,,,
5,2,18,k,s,s,j,z,,,,,,0,0,0,0,0,,,,,
5,2,19,j,x,s,b,m,,,,,,0,0,1,1,0,,,,,
5,2,20,p,m,m,w,w,,,,,,0,1,1,0,1,,,,,
5,2,21,j,s,p,t,p,,,,,,0,0,1,0,1,,,,,
5,2,22,q,k,r,l,l,,,,,,1,0,1,1,1,,,,,
5,2,23,w,g,v,p,s,,,,,,0,1,1,1,1,,,,,
5,2,24,h,m,g,n,x,,,,,,1,1,0,0,1,,,,,
5,2,25,j,r,p,p,s,,,,,,0,0,1,0,1,,,,,
5,2,26,f,p,s,j,h,,,,,,1,1,0,1,1,,,,,
5,2,27,q,n,c,h,k,,,,,,1,1,0,0,1,,,,,
5,2,28,f,p,t,w,q,,,,,,1,0,0,0,1,,,,,
5,2,29,m,b,x,b,b,,,,,,0,0,1,0,0,,,,,
5,2,30,j,g,r,g,h,,,,,,0,0,0,1,1,,,,,
5,2,31,q,n,b,q,c,,,,,,1,0,1,0,0,,,,,
5,2,32,w,t,c,d,g,,,,,,1,1,1,0,1,,,,,
5,2,33,k,x,f,z,f,,,,,,1,1,0,1,0,,,,,
5,3,34,b,t,h,n,f,,,,,,0,0,0,1,0,,,,,
5,3,35,n,l,c,t,p,,,,,,1,0,1,1,1,,,,,
5,3,36,c,d,s,g,v,,,,,,0,0,0,1,0,,,,,
5,3,37,s,v,v,d,t,,,,,,0,0,0,1,1,,,,,
5,3,38,j,z,l,m,l,,,,,,1,1,0,0,1,,,,,
5,3,39,t,b,q,l,t,,,,,,0,0,0,1,0,,,,,
5,3,40,q,g,v,p,q,,,,,,1,1,1,1,0,,,,,
5,3,41,p,z,n,c,r,,,,,,0,0,0,1,1,,,,,
5,3,42,m,h,b,r,x,,,,,,1,1,1,0,1,,,,,
5,3,43,z,n,f,m,q,,,,,,0,0,1,1,0,,,,,
5,3,44,w,m,h,n,g,,,,,,0,0,0,0,1,,,,,
5,3,45,k,f,m,l,m,,,,,,0,1,0,0,0,,,,,
5,3,46,q,z,z,c,x,,,,,,1,0,1,0,1,,,,,
5,3,47,q,g,z,q,t,,,,,,0,1,0,0,0,,,,,
5,3,48,v,v,f,p,w,,,,,,0,1,1,0,0,,,,,
5,3,49,b,h,l,f,z,,,,,,0,1,1,0,1,,,,,
5,4,50,c,x,v,d,x,,,,,,0,0,0,0,0,,,,,
5,4,51,j,s,f,m,r,,,,,,0,1,0,0,0,,,,,
5,4,52,j,h,d,s,n,,,,,,0,1,0,0,1,,,,,
5,4,53,n,z,g,n,m,,,,,,1,1,1,0,1,,,,,
5,4,54,f,q,c,v,k,,,,,,0,0,1,1,0,,,,,
5,4,55,x,n,c,c,p,,,,,,1,1,1,1,0,,,,,
5,4,56,v,w,h,f,q,,,,,,1,1,1,1,0,,,,,
5,4,57,b,f,s,n,f,,,,,,0,1,1,1,0,,,,,
5,4,58,p,z,k,s,q,,,,,,1,0,0,0,1,,,,,
5,4,59,s,m,b,z,n,,,,,,0,0,0,0,0,,,,,
5,4,60,g,j,d,v,z,,,,,,0,0,1,1,1,,,,,
5,4,61,l,z,t,k,v,,,,,,0,0,1,1,1,,,,,
5,4,62,v,z,l,n,m,,,,,,0,1,0,0,1,,,,,
5,4,63,w,c,c,v,w,,,,,,1,0,1,1,0,,,,,
5,4,64,w,f,j,m,v,,,,,,1,0,1,1,0,,,,,
5,5,65,f,z,z,b,k,,,,,,1,1,1,1,0,,,,,
5,5,66,m,p,c,l,d,,,,,,0,1,1,1,1,,,,,
5,5,67,h,l,r,q,t,,,,,,1,0,0,0,0,,,,,
5,5,68,c,g,s,b,h,,,,,,0,1,1,1,0,,,,,
5,5,69,r,p,c,p,s,,,,,,1,1,1,1,1,,,,,
5,5,70,d,t,w,q,t,,,,,,1,0,0,1,1,,,,,
5,5,71,w,d,r,m,r,,,,,,0,0,1,0,0,,,,,
5,5,72,j,s,m,p,v,,,,,,1,0,1,1,1,,,,,
5,5,73,v,s,w,b,c,,,,,,1,0,1,1,0,,,,,
5,5,74,m,g,m,l,j,,,,,,0,0,0,0,0,,,,,
5,5,75,k,j,c,n,x,,,,,,1,1,1,1,0,,,,,
5,5,76,q,w,s,q,f,,,,,,1,0,0,1,0,,,,,
5,5,77,p,t,t,q,h,,,,,,0,1,1,1,0,,,,,
5,5,78,d,x,p,q,s,,,,,,1,1,1,0,1,,,,,
