participant,condition,task,correct_char_1,correct_char_2,correct_char_3,correct_char_4,correct_char_5,given_char_1,given_char_2,given_char_3,given_char_4,given_char_5,correct_bool_1,correct_bool_2,correct_bool_3,correct_bool_4,correct_bool_5,given_bool_1,given_bool_2,given_bool_3,given_bool_4,given_bool_5
3,5,1,w,l,m,t,j,,,,,,0,1,0,1,0,,,,,
3,5,2,v,m,v,z,q,,,,,,1,0,1,0,0,,,,,
3,5,3,n,j,b,b,c,,,,,,0,1,1,1,1,,,,,
3,5,4,n,x,t,r,d,,,,,,1,0,0,1,0,,,,,
3,5,5,d,p,s,k,w,,,,,,0,1,0,0,1,,,,,
3,5,6,z,v,h,m,j,,,,,,0,1,0,1,1,,,,,
3,5,7,z,f,l,c,k,,,,,,1,1,1,0,1,,,,,
3,5,8,m,f,j,m,z,,,,,,1,1,1,0,1,,,,,
3,5,9,t,c,s,q,n,,,,,,0,0,0,1,1,,,,,
3,4,10,n,q,h,v,v,,,,,,1,0,0,0,0,,,,,
3,2,11,f,p,j,n,w,,,,,,0,1,1,1,0,,,,,
3,1,12,s,w,x,s,z,,,,,,0,0,1,0,0,,,,,
