participant,condition,task,correct_char_1,correct_char_2,correct_char_3,correct_char_4,correct_char_5,given_char_1,given_char_2,given_char_3,given_char_4,given_char_5,correct_bool_1,correct_bool_2,correct_bool_3,correct_bool_4,correct_bool_5,given_bool_1,given_bool_2,given_bool_3,given_bool_4,given_bool_5
7,5,1,q,j,f,l,h,,,,,,0,1,0,1,0,,,,,
7,5,2,x,j,q,k,z,,,,,,1,1,0,1,1,,,,,
7,5,3,g,w,l,g,j,,,,,,0,1,0,0,0,,,,,
7,5,4,d,m,r,r,d,,,,,,1,0,0,0,0,,,,,
7,5,5,l,f,m,w,w,,,,,,1,0,0,0,0,,,,,
7,5,6,k,w,x,z,s,,,,,,0,0,0,0,1,,,,,
7,5,7,g,b,q,x,c,,,,,,0,0,1,0,1,,,,,
7,5,8,n,z,k,f,t,,,,,,1,1,0,0,0,,,,,
7,5,9,b,z,p,v,l,,,,,,0,1,1,1,1,,,,,
7,5,10,k,p,z,j,p,,,,,,1,1,0,1,1,,,,,
7,5,11,m,v,t,j,c,,,,,,1,1,1,0,1,,,,,
7,5,12,n,z,w,w,k,,,,,,0,1,1,0,0,,,,,
7,5,13,f,b,f,t,w,,,,,,1,1,0,1,1,,,,,
7,5,14,s,j,s,q,h,,,,,,0,1,1,1,1,,,,,
7,5,15,v,f,c,q,h,,,,,,1,0,0,0,0,,,,,
7,5,16,x,g,n,w,v,,,,,,0,0,0,0,0,,,,,
