Unity.frameCount	Unity.realtimeSinceStartup	Unity.Head.position.x	Unity.Head.position.y	Unity.Head.position.z	Unity.Head.rotation.euler_x	Unity.Head.rotation.euler_y	Unity.Head.rotation.euler_z	Unity.gazeHit.position.x	Unity.gazeHit.position.y	Unity.gazeHit.position.z	PicoXR.gazeHit.position.x	PicoXR.gazeHit.position.y	PicoXR.gazeHit.position.z	gazeData.leftEyePoseStatus	gazeData.rightEyePoseStatus	gazeData.combinedEyePoseStatus	gazeData.leftEyeGazePoint.x	gazeData.leftEyeGazePoint.y	gazeData.leftEyeGazePoint.z	gazeData.rightEyeGazePoint.x	gazeData.rightEyeGazePoint.y	gazeData.rightEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.leftEyeOpenness	gazeData.rightEyeOpenness	gazeData.leftEyePupilDilation	gazeData.rightEyePupilDilation	gazeData.leftEyePositionGuide.x	gazeData.leftEyePositionGuide.y	gazeData.leftEyePositionGuide.z	gazeData.rightEyePositionGuide.x	gazeData.rightEyePositionGuide.y	gazeData.rightEyePositionGuide.z	gazeData.foveatedGazeDirection.x	gazeData.foveatedGazeDirection.y	gazeData.foveatedGazeDirection.z	gazeData.foveatedGazeTrackingState
9974	142.7054	0	0	0	0	0	0	-0.2048367	-1.348573	8.5	0.03374954	-0.1032568	0.05	21	21	3	-0.03062059	-0.00106576	-0.03284062	0.02810006	0.0001031034	-0.03028497	-0.002897173	-0.0005139118	-0.03163404	-0.002897173	-0.0005139118	-0.03163404	1	1	0	0	0.5249883	0.5830988	0.5	0.4126963	0.5254545	0.5	0.04059052	-0.1241868	0.9914283	0
9975	142.7371	0	0	0	0	0	0	-0.1646974	-1.158337	8.5	0.03183775	-0.1004182	0.05	21	21	3	-0.03062312	-0.00112284	-0.03264913	0.02809783	8.840883E-05	-0.0303937	-0.002120628	-0.0005349134	-0.03155437	-0.002120628	-0.0005349134	-0.03155437	1	1	0	0	0.5243003	0.5824109	0.5	0.4127734	0.5263554	0.5	0.03831073	-0.1208343	0.9919331	0
9976	142.7485	0	0	0	0	0	0	-0.1705915	-1.167708	8.5	0.03054431	-0.1014109	0.05	21	21	3	-0.03062121	-0.001125677	-0.03266725	0.0281022	8.196058E-05	-0.03035105	-0.005079669	-0.0006004195	-0.03165983	-0.005079669	-0.0006004195	-0.03165983	1	1	0	0	0.5244337	0.5831918	0.5	0.4126303	0.5259842	0.5	0.03675113	-0.1220183	0.9918472	0
9977	142.7582	0	0	0	0	0	0	-0.1722599	-1.208833	8.5	0.03026014	-0.1054304	0.05	21	21	3	-0.03061931	-0.001128515	-0.03266706	0.02810431	8.027479E-05	-0.0303506	-0.006695864	-0.0006360655	-0.03172335	-0.006695864	-0.0006360655	-0.03172335	1	1	0	0	0.5245679	0.5838794	0.5	0.4126281	0.5265955	0.5	0.03638778	-0.1267799	0.9912632	0
9978	142.7692	0	0	0	0	0	0	-0.1696619	-1.222709	8.5	0.03089685	-0.1067816	0.05	21	21	3	-0.03062121	-0.001132892	-0.03265809	0.02810642	8.196058E-05	-0.03035105	-0.006108426	-0.0006258152	-0.03169513	-0.006108426	-0.0006258152	-0.03169513	1	1	0	0	0.5246945	0.5839275	0.5	0.4126242	0.5272006	0.5	0.03714467	-0.1283745	0.9910299	0
9979	142.7838	0	0	0	0	0	0	-0.1766464	-1.222251	8.5	0.03069119	-0.1068383	0.05	21	21	3	-0.03062312	-0.001137269	-0.03264913	0.02810431	8.145611E-05	-0.03039415	-0.004661791	-0.0005985138	-0.03165228	-0.004661791	-0.0005985138	-0.03165228	1	1	0	0	0.524821	0.5839754	0.5	0.4121605	0.5274067	0.5	0.03689744	-0.1284427	0.9910303	0
9980	142.7979	0	0	0	0	0	0	-0.1789542	-1.218709	8.5	0.03029991	-0.1066129	0.05	21	21	3	-0.03061931	-0.001141248	-0.03264913	0.02809961	7.977032E-05	-0.03048604	-0.005289376	-0.0006145301	-0.03171602	-0.005289376	-0.0006145301	-0.03171602	1	1	0	0	0.5248206	0.5840267	0.5	0.4119776	0.5274646	0.5	0.03642894	-0.1281784	0.9910819	0
9981	142.8113	0	0	0	0	0	0	-0.2067615	-1.278405	8.5	0.02837844	-0.1127082	0.05	21	21	3	-0.03061908	-0.001168636	-0.03264231	0.0280922	5.719223E-05	-0.03064279	-0.004758626	-0.0006286978	-0.03176159	-0.004758626	-0.0006286978	-0.03176159	1	1	0	0	0.5248313	0.5840842	0.5	0.4107953	0.5314962	0.5	0.03408864	-0.135387	0.9902062	0
9982	142.8253	0	0	0	0	0	0	-0.1947571	-1.154413	8.5	0.02842364	-0.100557	0.05	21	21	3	-0.03061886	-0.001196025	-0.03264913	0.02808327	5.993301E-05	-0.0308435	-0.004762434	-0.0006428151	-0.0318538	-0.004762434	-0.0006428151	-0.0318538	1	1	0	0	0.524842	0.5841416	0.5	0.4104567	0.5280436	0.5	0.03420689	-0.1210169	0.9920609	0
9983	142.8419	0	0	0	0	0	0	-0.1736164	-1.247801	8.5	0.03136643	-0.1102568	0.05	21	21	3	-0.03063148	-0.00133021	-0.03246993	0.02808803	1.512898E-05	-0.03091143	-0.004767398	-0.0007376309	-0.03178346	-0.004767398	-0.0007376309	-0.03178346	1	1	0	0	0.524619	0.589474	0.5	0.4115908	0.5304779	0.5	0.03768788	-0.1324775	0.9904692	0
