Unity.frameCount	Unity.realtimeSinceStartup	Unity.Head.position.x	Unity.Head.position.y	Unity.Head.position.z	Unity.Head.rotation.euler_x	Unity.Head.rotation.euler_y	Unity.Head.rotation.euler_z	Unity.gazeHit.position.x	Unity.gazeHit.position.y	Unity.gazeHit.position.z	PicoXR.gazeHit.position.x	PicoXR.gazeHit.position.y	PicoXR.gazeHit.position.z	gazeData.leftEyePoseStatus	gazeData.rightEyePoseStatus	gazeData.combinedEyePoseStatus	gazeData.leftEyeGazePoint.x	gazeData.leftEyeGazePoint.y	gazeData.leftEyeGazePoint.z	gazeData.rightEyeGazePoint.x	gazeData.rightEyeGazePoint.y	gazeData.rightEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.leftEyeOpenness	gazeData.rightEyeOpenness	gazeData.leftEyePupilDilation	gazeData.rightEyePupilDilation	gazeData.leftEyePositionGuide.x	gazeData.leftEyePositionGuide.y	gazeData.leftEyePositionGuide.z	gazeData.rightEyePositionGuide.x	gazeData.rightEyePositionGuide.y	gazeData.rightEyePositionGuide.z	gazeData.foveatedGazeDirection.x	gazeData.foveatedGazeDirection.y	gazeData.foveatedGazeDirection.z	gazeData.foveatedGazeTrackingState
17347	245.708	0	0	0	0	0	0	0.5571908	-3.494323	8.5	0.02855143	-0.1262169	0.05	21	21	3	-0.03157631	-0.0006135966	-0.02888728	0.03190036	0.0002592845	-0.02810092	0.001910585	-0.0001531112	-0.02847244	0.001910585	-0.0001531112	-0.02847244	1	1	0	0	0.4967478	0.5555732	0.5	0.531753	0.5255672	0.5	0.03421662	-0.1512609	0.9879015	0
17348	245.7425	0	0	0	0	0	0	0.5789728	-3.495554	8.5	0.02889722	-0.1268356	0.05	21	21	3	-0.03157739	-0.0006157267	-0.02893319	0.03189478	0.0002535245	-0.02811442	-0.001821174	-0.0002082154	-0.02854935	-0.001821174	-0.0002082154	-0.02854935	1	1	0	0	0.496907	0.5561988	0.5	0.5315902	0.525685	0.5	0.03462663	-0.1519831	0.9877763	0
17349	245.7581	0	0	0	0	0	0	0.5812774	-3.503221	8.5	0.02893025	-0.1272059	0.05	21	21	3	-0.03157748	-0.0006157267	-0.02893792	0.03189439	0.0002534718	-0.0281168	-0.002373243	-0.000215797	-0.02856011	-0.002373243	-0.000215797	-0.02856011	1	1	0	0	0.4969139	0.5563145	0.5	0.5315865	0.5257425	0.5	0.03466382	-0.1524163	0.9877083	0
17350	245.7742	0	0	0	0	0	0	0.5818224	-3.500195	8.5	0.02876393	-0.127224	0.05	21	21	3	-0.03157793	-0.00061663	-0.02896428	0.03189439	0.0002516732	-0.02811906	-0.003002197	-0.0002257131	-0.02858375	-0.003002197	-0.0002257131	-0.02858375	1	1	0	0	0.4968685	0.5564668	0.5	0.5315333	0.5257322	0.5	0.03446466	-0.1524385	0.9877118	0
17351	245.7896	0	0	0	0	0	0	0.5748791	-3.509702	8.5	0.02869809	-0.1278359	0.05	21	21	3	-0.03157826	-0.00061663	-0.02896428	0.03189439	0.0002514278	-0.02811982	-0.001905091	-0.000210817	-0.0285695	-0.001905091	-0.000210817	-0.0285695	1	1	0	0	0.4968355	0.556573	0.5	0.5315331	0.5258183	0.5	0.03438202	-0.153155	0.9876038	0
17352	245.8069	0	0	0	0	0	0	0.5744513	-3.512948	8.5	0.02882628	-0.1281752	0.05	21	21	3	-0.03157826	-0.00061663	-0.02896428	0.03189439	0.0002514278	-0.0281203	-0.001609572	-0.0002067754	-0.02856579	-0.001609572	-0.0002067754	-0.02856579	1	1	0	0	0.4968675	0.5565734	0.5	0.531534	0.5259517	0.5	0.03453325	-0.1535511	0.9875371	0
17353	245.822	0	0	0	0	0	0	0.5788142	-3.51676	8.5	0.02931038	-0.1285634	0.05	21	21	3	-0.0315784	-0.00061663	-0.02897335	0.03189439	0.0002509844	-0.02812001	-0.001377626	-0.0002038133	-0.02856732	-0.001377626	-0.0002038133	-0.02856732	1	1	0	0	0.4968511	0.5565263	0.5	0.5317345	0.5261891	0.5	0.03510999	-0.154002	0.9874465	0
17354	245.8398	0	0	0	0	0	0	0.5750793	-3.515809	8.5	0.02939235	-0.1286801	0.05	21	21	3	-0.03157844	-0.00061663	-0.02897692	0.03189439	0.0002509284	-0.02812001	-0.0001116924	-0.0001865367	-0.0285521	-0.0001116924	-0.0001865367	-0.0285521	1	1	0	0	0.4968573	0.5565068	0.5	0.5317573	0.5261887	0.5	0.03520729	-0.154138	0.9874218	0
17355	245.8624	0	0	0	0	0	0	0.5661484	-3.51774	8.5	0.0288316	-0.1291859	0.05	21	21	3	-0.031579	-0.00061663	-0.02898091	0.03190161	0.0002501201	-0.02811982	0.0006834994	-0.000176125	-0.02854328	0.0006834994	-0.000176125	-0.02854328	1	1	0	0	0.4968176	0.556603	0.5	0.5317588	0.5262702	0.5	0.03453318	-0.154733	0.9873526	0
17356	245.8823	0	0	0	0	0	0	0.2787126	-2.718029	8.5	0.0002244021	-0.06139616	0.05	21	21	3	-0.03173634	-0.0002859113	-0.02883057	0.03161233	0.0005603007	-0.0278776	0.003097742	0.0001794026	-0.02830655	0.003097742	0.0001794026	-0.02830655	1	1	0	0	0.4840181	0.533525	0.5	0.5195733	0.5032311	0.5	0.0002714697	-0.07427379	0.9972379	0
