Unity.frameCount	Unity.realtimeSinceStartup	Unity.Head.position.x	Unity.Head.position.y	Unity.Head.position.z	Unity.Head.rotation.euler_x	Unity.Head.rotation.euler_y	Unity.Head.rotation.euler_z	Unity.gazeHit.position.x	Unity.gazeHit.position.y	Unity.gazeHit.position.z	PicoXR.gazeHit.position.x	PicoXR.gazeHit.position.y	PicoXR.gazeHit.position.z	gazeData.leftEyePoseStatus	gazeData.rightEyePoseStatus	gazeData.combinedEyePoseStatus	gazeData.leftEyeGazePoint.x	gazeData.leftEyeGazePoint.y	gazeData.leftEyeGazePoint.z	gazeData.rightEyeGazePoint.x	gazeData.rightEyeGazePoint.y	gazeData.rightEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.leftEyeOpenness	gazeData.rightEyeOpenness	gazeData.leftEyePupilDilation	gazeData.rightEyePupilDilation	gazeData.leftEyePositionGuide.x	gazeData.leftEyePositionGuide.y	gazeData.leftEyePositionGuide.z	gazeData.rightEyePositionGuide.x	gazeData.rightEyePositionGuide.y	gazeData.rightEyePositionGuide.z	gazeData.foveatedGazeDirection.x	gazeData.foveatedGazeDirection.y	gazeData.foveatedGazeDirection.z	gazeData.foveatedGazeTrackingState
22660	335.8338	0	0	0	0	0	0	1.697644	-4.109199	8.5	0.02407523	-0.1169966	0.05	21	21	3	-0.03740087	-0.003402526	-0.03249074	0.03124336	-0.002572463	-0.03233417	0.004867745	-0.002891403	-0.03239433	0.004867745	-0.002891403	-0.03239433	1	1	0	0	0.3041144	0.6506431	0.5	0.5124101	0.6223174	0.5	0.02890372	-0.1404613	0.9896642	0
22661	335.8755	0	0	0	0	0	0	1.685295	-4.080217	8.5	0.02302221	-0.1153465	0.05	21	21	3	-0.03740594	-0.003402526	-0.03246599	0.03124271	-0.002568234	-0.0323437	0.003227773	-0.002908701	-0.03239361	0.003227773	-0.002908701	-0.03239361	1	1	0	0	0.3039361	0.6500729	0.5	0.5119071	0.6218993	0.5	0.02764815	-0.1385234	0.9899732	0
22662	335.8979	0	0	0	0	0	0	1.683866	-4.083398	8.500001	0.023177	-0.1159387	0.05	21	21	3	-0.03740594	-0.003389304	-0.03249074	0.03124271	-0.002567486	-0.0323437	0.002734941	-0.002908763	-0.03240477	0.002734941	-0.002908763	-0.03240477	1	1	0	0	0.3039362	0.6500658	0.5	0.5118104	0.6219009	0.5	0.02783114	-0.1392202	0.9898703	0
22663	335.9182	0	0	0	0	0	0	1.651959	-4.113046	8.5	0.02059658	-0.1185199	0.05	21	21	3	-0.03748985	-0.003542583	-0.0317097	0.03124271	-0.002563922	-0.03233726	0.006758751	-0.002912542	-0.03211371	0.006758751	-0.002912542	-0.03211371	1	1	0	0	0.3040781	0.6500599	0.5	0.5118128	0.6220745	0.5	0.02472378	-0.1422693	0.9895192	0
22664	335.9383	0	0	0	0	0	0	1.624504	-4.1058	8.5	0.02038408	-0.1182937	0.05	21	21	3	-0.03748985	-0.003542583	-0.0317097	0.03124336	-0.002564716	-0.03232993	0.009146886	-0.002879083	-0.03213054	0.009146886	-0.002879083	-0.03213054	1	1	0	0	0.3042499	0.6500778	0.5	0.511984	0.6220716	0.5	0.0244698	-0.1420041	0.9895636	0
22665	335.9591	0	0	0	0	0	0	1.640294	-4.105847	8.5	0.02166723	-0.1182339	0.05	21	21	3	-0.03748985	-0.003542583	-0.0317097	0.03124463	-0.002564716	-0.03232993	0.009466575	-0.002874547	-0.03213342	0.009466575	-0.002874547	-0.03213342	1	1	0	0	0.3043513	0.650079	0.5	0.5123617	0.6220774	0.5	0.0260094	-0.1419282	0.9895352	0
22666	335.9865	0	0	0	0	0	0	1.645466	-4.100345	8.5	0.02165956	-0.1177762	0.05	21	21	3	-0.03740012	-0.00341003	-0.03239199	0.03125318	-0.002564716	-0.03232993	0.00890744	-0.002839855	-0.03235013	0.00890744	-0.002839855	-0.03235013	1	1	0	0	0.3045669	0.650265	0.5	0.5125033	0.6222639	0.5	0.02600221	-0.1413898	0.9896125	0
22667	336.0144	0	0	0	0	0	0	1.669553	-4.139943	8.5	0.02337595	-0.1210242	0.05	21	21	3	-0.03739734	-0.003400134	-0.03241932	0.03125318	-0.002560088	-0.03234041	0.008714615	-0.002835882	-0.03236632	0.008714615	-0.002835882	-0.03236632	1	1	0	0	0.3053704	0.6507105	0.5	0.5125908	0.6228595	0.5	0.0280455	-0.1451998	0.9890048	0
22668	336.0417	0	0	0	0	0	0	1.690805	-4.139266	8.5	0.02421897	-0.1206242	0.05	21	21	3	-0.03739392	-0.003392414	-0.03246181	0.03125318	-0.002560009	-0.03236201	0.00770157	-0.002845593	-0.03239625	0.00770157	-0.002845593	-0.03239625	1	1	0	0	0.3054296	0.6507111	0.5	0.5126771	0.6229078	0.5	0.02905811	-0.1447258	0.989045	0
22669	336.066	0	0	0	0	0	0	1.72294	-4.142351	8.5	0.02589147	-0.1207228	0.05	21	21	3	-0.03739392	-0.003392414	-0.03246181	0.0312508	-0.002559178	-0.03237092	0.005047904	-0.002877239	-0.03240561	0.005047904	-0.002877239	-0.03240561	1	1	0	0	0.305429	0.6507818	0.5	0.5126565	0.6228985	0.5	0.03106237	-0.1448329	0.9889684	0
22670	336.0893	0	0	0	0	0	0	1.705089	-4.144329	8.5	0.02442748	-0.1210442	0.05	21	21	3	-0.03738972	-0.003388297	-0.0324927	0.03125025	-0.002555175	-0.03237719	0.006021975	-0.002861385	-0.03241964	0.006021975	-0.002861385	-0.03241964	1	1	0	0	0.3050634	0.6510152	0.5	0.5125908	0.6228595	0.5	0.02930592	-0.145218	0.9889656	0
22671	336.1175	0	0	0	0	0	0	1.163814	-3.767033	8.5	-0.0212953	-0.09408493	0.05	21	21	3	-0.03795051	-0.003798224	-0.03053845	0.03090696	-0.002424157	-0.0325834	0.01187926	-0.002803859	-0.03201831	0.01187926	-0.002803859	-0.03201831	1	1	0	0	0.2867658	0.647159	0.5	0.4941908	0.6148259	0.5	-0.02565818	-0.1133606	0.9932225	0
22672	336.1448	0	0	0	0	0	0	1.055774	-3.726137	8.5	-0.0296365	-0.09141168	0.05	21	21	3	-0.03775124	-0.003319096	-0.03237214	0.03088602	-0.002391459	-0.03260279	0.01696005	-0.00257967	-0.03255599	0.01696005	-0.00257967	-0.03255599	1	1	0	0	0.288112	0.6439596	0.5	0.4916453	0.6132082	0.5	-0.03571013	-0.1101454	0.9932738	0
22673	336.1667	0	0	0	0	0	0	1.119129	-3.78978	8.5	-0.02446768	-0.09645743	0.05	21	21	3	-0.03777243	-0.003333043	-0.03232594	0.03089432	-0.002428548	-0.03244957	0.0161991	-0.002622117	-0.03242311	0.0161991	-0.002622117	-0.03242311	1	1	0	0	0.2865745	0.6436688	0.5	0.4929031	0.6146565	0.5	-0.02946774	-0.1161688	0.9927922	0
22674	336.1895	0	0	0	0	0	0	1.124768	-3.761694	8.5	-0.02435929	-0.09435833	0.05	21	21	3	-0.03777504	-0.003326096	-0.03236824	0.03089432	-0.002442103	-0.03246918	0.01579459	-0.002636485	-0.03244698	0.01579459	-0.002636485	-0.03244698	1	1	0	0	0.2864073	0.6439064	0.5	0.4929031	0.6146565	0.5	-0.02934583	-0.1136742	0.9930845	0
22675	336.2104	0	0	0	0	0	0	1.122677	-3.761508	8.5	-0.02493623	-0.09463187	0.05	21	21	3	-0.03777643	-0.003335189	-0.03232135	0.03089334	-0.002443333	-0.03249444	0.01519107	-0.002647268	-0.03245486	0.01519107	-0.002647268	-0.03245486	1	1	0	0	0.2859429	0.6441293	0.5	0.4928287	0.6148248	0.5	-0.03003913	-0.1139971	0.9930268	0
22676	336.2305	0	0	0	0	0	0	1.192038	-3.75507	8.5	-0.02091232	-0.0939083	0.05	21	21	3	-0.03783879	-0.003457172	-0.03197255	0.03089262	-0.002443348	-0.03249783	0.008789489	-0.002769381	-0.0323289	0.008789489	-0.002769381	-0.0323289	1	1	0	0	0.2854333	0.6443007	0.5	0.4928633	0.6148242	0.5	-0.02519764	-0.1131519	0.9932582	0
22677	336.2518	0	0	0	0	0	0	1.229918	-3.741727	8.5	-0.01835268	-0.09300942	0.05	21	21	3	-0.0379045	-0.003576528	-0.03165956	0.03089262	-0.002445119	-0.03249783	0.006242868	-0.002850499	-0.03219748	0.006242868	-0.002850499	-0.03219748	1	1	0	0	0.2853261	0.6445748	0.5	0.4928679	0.6151627	0.5	-0.0221178	-0.1120906	0.9934518	0
22678	336.2775	0	0	0	0	0	0	1.213864	-3.732502	8.5	-0.01937365	-0.09305812	0.05	21	21	3	-0.03791096	-0.003582805	-0.03164719	0.03089289	-0.002445119	-0.03249783	0.007473676	-0.002832361	-0.03220829	0.007473676	-0.002832361	-0.03220829	1	1	0	0	0.2850423	0.6445714	0.5	0.4928687	0.6152143	0.5	-0.02334742	-0.1121454	0.9934174	0
22679	336.3037	0	0	0	0	0	0	1.600361	-3.435547	8.5	0.01494105	-0.06664573	0.05	21	21	3	-0.03747715	-0.00315197	-0.03223451	0.03108547	-0.002187436	-0.0326353	0.007797299	-0.002515052	-0.03249916	0.007797299	-0.002515052	-0.03249916	1	1	0	0	0.3021847	0.630977	0.5	0.5061277	0.6021358	0.5	0.01806305	-0.08057166	0.9965851	0
