Unity.frameCount	Unity.realtimeSinceStartup	Unity.Head.position.x	Unity.Head.position.y	Unity.Head.position.z	Unity.Head.rotation.euler_x	Unity.Head.rotation.euler_y	Unity.Head.rotation.euler_z	Unity.gazeHit.position.x	Unity.gazeHit.position.y	Unity.gazeHit.position.z	PicoXR.gazeHit.position.x	PicoXR.gazeHit.position.y	PicoXR.gazeHit.position.z	gazeData.leftEyePoseStatus	gazeData.rightEyePoseStatus	gazeData.combinedEyePoseStatus	gazeData.leftEyeGazePoint.x	gazeData.leftEyeGazePoint.y	gazeData.leftEyeGazePoint.z	gazeData.rightEyeGazePoint.x	gazeData.rightEyeGazePoint.y	gazeData.rightEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.leftEyeOpenness	gazeData.rightEyeOpenness	gazeData.leftEyePupilDilation	gazeData.rightEyePupilDilation	gazeData.leftEyePositionGuide.x	gazeData.leftEyePositionGuide.y	gazeData.leftEyePositionGuide.z	gazeData.rightEyePositionGuide.x	gazeData.rightEyePositionGuide.y	gazeData.rightEyePositionGuide.z	gazeData.foveatedGazeDirection.x	gazeData.foveatedGazeDirection.y	gazeData.foveatedGazeDirection.z	gazeData.foveatedGazeTrackingState
14138	200.9536	0	0	0	0	0	0	0.3275817	-4.201907	8.5	0.01642966	-0.1723893	0.05	21	21	3	-0.03358614	-0.0001041023	-0.0295185	0.02878745	0.003731132	-0.02563735	0.01475617	0.002868375	-0.02651044	0.01475617	0.002868375	-0.02651044	1	1	0	0	0.427696	0.5363938	0.5	0.4396496	0.4143082	0.5	0.01950503	-0.2046579	0.9786392	0
14139	200.9856	0	0	0	0	0	0	0.3529641	-4.056175	8.5	0.01804028	-0.1621245	0.05	21	21	3	-0.03358614	-0.0001021217	-0.02954063	0.02878013	0.0037312	-0.02565307	0.01862317	0.003106906	-0.0262862	0.01862317	0.003106906	-0.0262862	1	1	0	0	0.4276792	0.5364134	0.5	0.439272	0.414398	0.5	0.02146831	-0.1929315	0.9809774	0
14140	201.0009	0	0	0	0	0	0	0.3486304	-4.072256	8.5	0.01657462	-0.1687421	0.05	21	21	3	-0.03358614	-0.0001012926	-0.02954112	0.02877941	0.00373268	-0.02567424	0.01691113	0.003003068	-0.02641011	0.01691113	0.003003068	-0.02641011	1	1	0	0	0.4275562	0.5366449	0.5	0.4391588	0.4146874	0.5	0.01969434	-0.2005032	0.979495	0
14141	201.0141	0	0	0	0	0	0	0.3419791	-4.14431	8.5	0.01670532	-0.1680227	0.05	21	21	3	-0.03358614	-0.0001008735	-0.02954542	0.02877855	0.003733253	-0.02568483	0.01728118	0.003026405	-0.02639656	0.01728118	0.003026405	-0.02639656	1	1	0	0	0.4274597	0.5366206	0.5	0.4391401	0.4147472	0.5	0.01985297	-0.1996819	0.9796596	0
14142	201.0281	0	0	0	0	0	0	0.3375838	-4.148932	8.500001	0.01615297	-0.1684012	0.05	21	21	3	-0.03358614	-0.0001003805	-0.02954571	0.02877787	0.003733657	-0.02571741	0.01705972	0.003013245	-0.02643674	0.01705972	0.003013245	-0.02643674	1	1	0	0	0.4272521	0.5366691	0.5	0.4390511	0.4146472	0.5	0.01919507	-0.2001162	0.979584	0
14143	201.0419	0	0	0	0	0	0	0.3355516	-4.137059	8.5	0.0159451	-0.1669081	0.05	21	21	3	-0.0335843	-9.963156E-05	-0.02959017	0.02877701	0.003733755	-0.02576009	0.01726438	0.003026066	-0.02646716	0.01726438	0.003026066	-0.02646716	1	1	0	0	0.4273298	0.5364277	0.5	0.4389313	0.4144745	0.5	0.01895485	-0.1984131	0.9799352	0
14144	201.0556	0	0	0	0	0	0	0.3338614	-4.143417	8.5	0.01586726	-0.1669692	0.05	21	21	3	-0.0335843	-0.0001003805	-0.02959017	0.02877624	0.003736534	-0.02578026	0.01714922	0.003021147	-0.02649061	0.01714922	0.003021147	-0.02649061	1	1	0	0	0.4275391	0.5362608	0.5	0.4388573	0.4143732	0.5	0.01886208	-0.1984832	0.9799228	0
14145	201.0711	0	0	0	0	0	0	0.274539	-4.213585	8.5	0.01052828	-0.1727444	0.05	21	21	3	-0.0335843	-0.0001008735	-0.02959017	0.02877207	0.003838427	-0.0263847	0.01595546	0.003028751	-0.02704355	0.01595546	0.003028751	-0.02704355	1	1	0	0	0.4275391	0.5362608	0.5	0.4373363	0.4114635	0.5	0.01249933	-0.2050848	0.9786643	0
14146	201.0864	0	0	0	0	0	0	0.2721332	-4.267411	8.500001	0.01013693	-0.1770653	0.05	21	21	3	-0.0335843	-0.0001008735	-0.02959017	0.02876946	0.003838882	-0.0263847	0.01425477	0.002921787	-0.02713087	0.01425477	0.002921787	-0.02713087	1	1	0	0	0.4275391	0.5362608	0.5	0.4373945	0.411445	0.5	0.01202198	-0.2099922	0.9776291	0
14147	201.1043	0	0	0	0	0	0	0.2529957	-4.435892	8.5	0.007710902	-0.1906531	0.05	21	21	3	-0.0335843	-0.0001029538	-0.02959017	0.0287686	0.003839704	-0.0263847	0.009024884	0.002591283	-0.0273997	0.009024884	0.002591283	-0.0273997	1	1	0	0	0.4275434	0.5358022	0.5	0.4373945	0.411445	0.5	0.009113126	-0.2253232	0.9742414	0
