Unity.frameCount	Unity.realtimeSinceStartup	Unity.Head.position.x	Unity.Head.position.y	Unity.Head.position.z	Unity.Head.rotation.euler_x	Unity.Head.rotation.euler_y	Unity.Head.rotation.euler_z	Unity.gazeHit.position.x	Unity.gazeHit.position.y	Unity.gazeHit.position.z	PicoXR.gazeHit.position.x	PicoXR.gazeHit.position.y	PicoXR.gazeHit.position.z	gazeData.leftEyePoseStatus	gazeData.rightEyePoseStatus	gazeData.combinedEyePoseStatus	gazeData.leftEyeGazePoint.x	gazeData.leftEyeGazePoint.y	gazeData.leftEyeGazePoint.z	gazeData.rightEyeGazePoint.x	gazeData.rightEyeGazePoint.y	gazeData.rightEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.leftEyeOpenness	gazeData.rightEyeOpenness	gazeData.leftEyePupilDilation	gazeData.rightEyePupilDilation	gazeData.leftEyePositionGuide.x	gazeData.leftEyePositionGuide.y	gazeData.leftEyePositionGuide.z	gazeData.rightEyePositionGuide.x	gazeData.rightEyePositionGuide.y	gazeData.rightEyePositionGuide.z	gazeData.foveatedGazeDirection.x	gazeData.foveatedGazeDirection.y	gazeData.foveatedGazeDirection.z	gazeData.foveatedGazeTrackingState
23958	342.0705	0	0	0	0	0	0	0.7445133	-1.778375	8.5	0.03407379	-0.1363984	0.05	21	21	3	-0.03034093	0.004178216	-0.03132483	0.02810932	0.005399256	-0.03048228	-0.0223372	0.004345416	-0.03120946	-0.0223372	0.004345416	-0.03120946	1	1	0	0	0.5321143	0.4027165	0.5	0.4188462	0.3552573	0.5	0.04074647	-0.1631093	0.9857662	0
23959	342.1142	0	0	0	0	0	0	0.7132116	-1.817131	8.5	0.03108165	-0.1397696	0.05	21	21	3	-0.03031	0.004209633	-0.03160777	0.02812397	0.005382221	-0.0303528	-0.02484287	0.004319342	-0.03149036	-0.02484287	0.004319342	-0.03149036	1	1	0	0	0.5324374	0.4034401	0.5	0.4199141	0.3559462	0.5	0.03714883	-0.1670528	0.9852479	0
23960	342.134	0	0	0	0	0	0	0.6860118	-1.838284	8.5	0.02814513	-0.141736	0.05	21	21	3	-0.03029633	0.004231373	-0.03173734	0.02813143	0.005379666	-0.03033634	-0.02669667	0.004302118	-0.03165102	-0.02669667	0.004302118	-0.03165102	1	1	0	0	0.5324383	0.4034337	0.5	0.4194307	0.3577314	0.5	0.03362998	-0.1693572	0.9849808	0
23961	342.152	0	0	0	0	0	0	0.7270893	-1.803961	8.5	0.03423213	-0.1380578	0.05	21	21	3	-0.03028461	0.004249174	-0.03184276	0.0281419	0.005373774	-0.03029475	-0.01934353	0.004459769	-0.03155288	-0.01934353	0.004459769	-0.03155288	1	1	0	0	0.5326568	0.4033499	0.5	0.420487	0.3579415	0.5	0.04092217	-0.1650387	0.9854378	0
23962	342.1712	0	0	0	0	0	0	0.7153826	-1.836414	8.5	0.03206131	-0.141116	0.05	21	21	3	-0.03027925	0.004258214	-0.03188455	0.02816563	0.00528767	-0.02944668	-0.02354515	0.004376829	-0.03160366	-0.02354515	0.004376829	-0.03160366	1	1	0	0	0.5329695	0.4033524	0.5	0.4222167	0.3627256	0.5	0.03830768	-0.1686091	0.9849383	0
23963	342.1897	0	0	0	0	0	0	0.6994286	-1.858003	8.5	0.0296917	-0.143279	0.05	21	21	3	-0.03027624	0.004264921	-0.03188491	0.0281728	0.005284738	-0.02936284	-0.02651682	0.004330515	-0.03172269	-0.02651682	0.004330515	-0.03172269	1	1	0	0	0.5330628	0.4033508	0.5	0.422503	0.3631712	0.5	0.03546455	-0.1711362	0.9846089	0
23964	342.2117	0	0	0	0	0	0	0.701247	-1.853893	8.5	0.03113064	-0.1425823	0.05	21	21	3	-0.03027624	0.004268066	-0.03188491	0.02817313	0.005282269	-0.02934523	-0.02526943	0.004354944	-0.03166736	-0.02526943	0.004354944	-0.03166736	1	1	0	0	0.5331687	0.4032714	0.5	0.422527	0.3624896	0.5	0.03718622	-0.1703176	0.9846873	0
23965	342.233	0	0	0	0	0	0	0.7161744	-1.836496	8.5	0.03170427	-0.1410674	0.05	21	21	3	-0.03027624	0.004268505	-0.03188491	0.02817313	0.005281815	-0.02934237	-0.02442771	0.004369898	-0.0316305	-0.02442771	0.004369898	-0.0316305	1	1	0	0	0.5331503	0.4030645	0.5	0.422528	0.3621793	0.5	0.03788207	-0.1685554	0.984964	0
23966	342.2582	0	0	0	0	0	0	0.7872573	-1.814896	8.5	0.03986901	-0.1384277	0.05	21	21	3	-0.03027602	0.004269615	-0.03189109	0.02817313	0.00527917	-0.0293025	-0.01922607	0.004460474	-0.03140171	-0.01922607	0.004460474	-0.03140171	1	1	0	0	0.5339266	0.4030151	0.5	0.4230175	0.3621305	0.5	0.04764298	-0.1654195	0.9850719	0
23967	342.2787	0	0	0	0	0	0	0.7709873	-1.829307	8.5	0.03683536	-0.139967	0.05	21	21	3	-0.03027602	0.004269615	-0.03188888	0.02817313	0.00527917	-0.02923445	-0.02334392	0.004389349	-0.03157407	-0.02334392	0.004389349	-0.03157407	1	1	0	0	0.5339583	0.4028804	0.5	0.4228323	0.3627531	0.5	0.04401165	-0.1672355	0.9849341	0
