Unity.frameCount	Unity.realtimeSinceStartup	Unity.Head.position.x	Unity.Head.position.y	Unity.Head.position.z	Unity.Head.rotation.euler_x	Unity.Head.rotation.euler_y	Unity.Head.rotation.euler_z	Unity.gazeHit.position.x	Unity.gazeHit.position.y	Unity.gazeHit.position.z	PicoXR.gazeHit.position.x	PicoXR.gazeHit.position.y	PicoXR.gazeHit.position.z	gazeData.leftEyePoseStatus	gazeData.rightEyePoseStatus	gazeData.combinedEyePoseStatus	gazeData.leftEyeGazePoint.x	gazeData.leftEyeGazePoint.y	gazeData.leftEyeGazePoint.z	gazeData.rightEyeGazePoint.x	gazeData.rightEyeGazePoint.y	gazeData.rightEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.leftEyeOpenness	gazeData.rightEyeOpenness	gazeData.leftEyePupilDilation	gazeData.rightEyePupilDilation	gazeData.leftEyePositionGuide.x	gazeData.leftEyePositionGuide.y	gazeData.leftEyePositionGuide.z	gazeData.rightEyePositionGuide.x	gazeData.rightEyePositionGuide.y	gazeData.rightEyePositionGuide.z	gazeData.foveatedGazeDirection.x	gazeData.foveatedGazeDirection.y	gazeData.foveatedGazeDirection.z	gazeData.foveatedGazeTrackingState
15919	225.9341	0	0	0	0	0	0	1.58652	-3.145748	8.5	0.0470726	-0.119691	0.05	21	21	3	-0.03721785	-0.003492621	-0.03186217	0.03141739	-0.002614141	-0.03217001	0.006659305	-0.002931026	-0.03205897	0.006659305	-0.002931026	-0.03205897	1	1	0	0	0.3159697	0.6504882	0.5	0.5225399	0.6225316	0.5	0.05642104	-0.1434611	0.9880463	0
15920	225.9692	0	0	0	0	0	0	1.574019	-3.156159	8.5	0.04788975	-0.1204088	0.05	21	21	3	-0.0371702	-0.003361069	-0.03250867	0.03141988	-0.00263396	-0.03208938	0.007755063	-0.002884826	-0.03223404	0.007755063	-0.002884826	-0.03223404	1	1	0	0	0.3161432	0.6505392	0.5	0.522139	0.6231847	0.5	0.05739018	-0.1442956	0.987869	0
15921	225.986	0	0	0	0	0	0	1.582881	-3.183997	8.5	0.04841228	-0.122918	0.05	21	21	3	-0.03717735	-0.003361069	-0.03239714	0.03142588	-0.002662428	-0.03197277	0.006992091	-0.002911257	-0.03212391	0.006992091	-0.002911257	-0.03212391	1	1	0	0	0.3162295	0.6507574	0.5	0.5221424	0.6234385	0.5	0.05798884	-0.1472328	0.9874005	0
15922	226.0028	0	0	0	0	0	0	1.592221	-3.173359	8.5	0.04906376	-0.1220588	0.05	21	21	3	-0.0371887	-0.003377382	-0.03232324	0.03142414	-0.002663044	-0.03200061	0.006579168	-0.002921708	-0.03211743	0.006579168	-0.002921708	-0.03211743	1	1	0	0	0.316352	0.6508244	0.5	0.5221677	0.6233112	0.5	0.0587754	-0.1462189	0.9875047	0
15923	226.0185	0	0	0	0	0	0	1.598976	-3.177115	8.5	0.04958438	-0.1225028	0.05	21	21	3	-0.03720005	-0.003393694	-0.03224934	0.03142588	-0.002663659	-0.03197277	0.006182124	-0.002932199	-0.0320745	0.006182124	-0.002932199	-0.0320745	1	1	0	0	0.3164743	0.6508913	0.5	0.522139	0.6231847	0.5	0.05939225	-0.146734	0.9873914	0
15924	226.0343	0	0	0	0	0	0	1.60692	-3.159295	8.5	0.049929	-0.1210345	0.05	21	21	3	-0.03720005	-0.003393694	-0.03224934	0.03142588	-0.002673436	-0.03197277	0.004968769	-0.002951115	-0.0320794	0.004968769	-0.002951115	-0.0320794	1	1	0	0	0.3165428	0.6507611	0.5	0.522037	0.623059	0.5	0.0598189	-0.145009	0.9876204	0
15925	226.0501	0	0	0	0	0	0	1.611391	-3.161535	8.5	0.05022289	-0.1212298	0.05	21	21	3	-0.0372021	-0.003399045	-0.03224672	0.03142516	-0.00266988	-0.03198697	0.004608917	-0.002954803	-0.03208847	0.004608917	-0.002954803	-0.03208847	1	1	0	0	0.3165651	0.6508269	0.5	0.522035	0.6231227	0.5	0.0601677	-0.1452349	0.9875661	0
15926	226.0668	0	0	0	0	0	0	1.608885	-3.16613	8.5	0.05002654	-0.1216033	0.05	21	21	3	-0.0372021	-0.003401952	-0.03224672	0.03142342	-0.002664991	-0.0320148	0.004547065	-0.002953613	-0.03210563	0.004547065	-0.002953613	-0.03210563	1	1	0	0	0.316565	0.6508415	0.5	0.5219791	0.6233143	0.5	0.05992942	-0.1456749	0.9875157	0
15927	226.0856	0	0	0	0	0	0	1.606401	-3.169003	8.5	0.04876585	-0.1220044	0.05	21	21	3	-0.03720415	-0.003404396	-0.03224934	0.0314224	-0.002664614	-0.03202844	0.003831823	-0.002962035	-0.03211726	0.003831823	-0.002962035	-0.03211726	1	1	0	0	0.3165415	0.6508983	0.5	0.5214399	0.6234928	0.5	0.05842029	-0.1461583	0.9875347	0
15928	226.1028	0	0	0	0	0	0	1.599841	-3.186853	8.5	0.04891741	-0.1228578	0.05	21	21	3	-0.03720415	-0.003404396	-0.03224957	0.0314224	-0.002664614	-0.03202844	0.003166773	-0.002969204	-0.03211949	0.003166773	-0.002969204	-0.03211949	1	1	0	0	0.3165415	0.6508985	0.5	0.5213672	0.6237158	0.5	0.05859246	-0.147157	0.9873762	0
