Unity.frameCount	Unity.realtimeSinceStartup	Unity.Head.position.x	Unity.Head.position.y	Unity.Head.position.z	Unity.Head.rotation.euler_x	Unity.Head.rotation.euler_y	Unity.Head.rotation.euler_z	Unity.gazeHit.position.x	Unity.gazeHit.position.y	Unity.gazeHit.position.z	PicoXR.gazeHit.position.x	PicoXR.gazeHit.position.y	PicoXR.gazeHit.position.z	gazeData.leftEyePoseStatus	gazeData.rightEyePoseStatus	gazeData.combinedEyePoseStatus	gazeData.leftEyeGazePoint.x	gazeData.leftEyeGazePoint.y	gazeData.leftEyeGazePoint.z	gazeData.rightEyeGazePoint.x	gazeData.rightEyeGazePoint.y	gazeData.rightEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.leftEyeOpenness	gazeData.rightEyeOpenness	gazeData.leftEyePupilDilation	gazeData.rightEyePupilDilation	gazeData.leftEyePositionGuide.x	gazeData.leftEyePositionGuide.y	gazeData.leftEyePositionGuide.z	gazeData.rightEyePositionGuide.x	gazeData.rightEyePositionGuide.y	gazeData.rightEyePositionGuide.z	gazeData.foveatedGazeDirection.x	gazeData.foveatedGazeDirection.y	gazeData.foveatedGazeDirection.z	gazeData.foveatedGazeTrackingState
12732	181.5137	0	0	0	0	0	0	-0.4647287	-0.7478843	8.5	0.0255164	-0.09641661	0.05	21	21	3	-0.02938988	-0.00398521	-0.03235482	0.03110487	-0.002308483	-0.03330718	0.001631138	-0.003125403	-0.03284318	0.001631138	-0.003125403	-0.03284318	1	1	0	0	0.5562599	0.6718723	0.5	0.5168319	0.6237257	0.5	0.03072978	-0.1161159	0.9927602	0
12733	181.5517	0	0	0	0	0	0	-0.4610184	-0.7456602	8.5	0.02704014	-0.09488095	0.05	21	21	3	-0.02939038	-0.003982791	-0.03234189	0.03110745	-0.0023043	-0.03327494	0.004025771	-0.003055672	-0.03285726	0.004025771	-0.003055672	-0.03285726	1	1	0	0	0.5564426	0.6714304	0.5	0.5170553	0.6230606	0.5	0.03256988	-0.1142842	0.992914	0
12734	181.5664	0	0	0	0	0	0	-0.4639108	-0.7381557	8.5	0.02688831	-0.09464259	0.05	21	21	3	-0.02939038	-0.003981445	-0.03233932	0.03110795	-0.002304115	-0.03327453	0.004245047	-0.003048895	-0.03285927	0.004245047	-0.003048895	-0.03285927	1	1	0	0	0.5564442	0.6712498	0.5	0.5170329	0.623061	0.5	0.03238826	-0.1140015	0.9929525	0
12735	181.5803	0	0	0	0	0	0	-0.4609035	-0.7328889	8.5	0.02661688	-0.09430271	0.05	21	21	3	-0.02939038	-0.003979769	-0.03233932	0.03110798	-0.002299787	-0.03327453	0.002525227	-0.003093503	-0.03283269	0.002525227	-0.003093503	-0.03283269	1	1	0	0	0.5564445	0.6712257	0.5	0.517051	0.6227513	0.5	0.03206314	-0.1135986	0.9930093	0
12736	181.5932	0	0	0	0	0	0	-0.4605158	-0.7317584	8.5	0.02613012	-0.09436917	0.05	21	21	3	-0.02939017	-0.003979769	-0.03233932	0.03110849	-0.002299787	-0.03327453	0.001005608	-0.003135711	-0.03280919	0.001005608	-0.003135711	-0.03280919	1	1	0	0	0.5563979	0.6712217	0.5	0.517051	0.6227513	0.5	0.03147708	-0.1136798	0.9930187	0
12737	181.6071	0	0	0	0	0	0	-0.4602406	-0.7341974	8.5	0.02583658	-0.09456284	0.05	21	21	3	-0.02939017	-0.003979769	-0.03233324	0.03111219	-0.002299787	-0.03327453	0.0002291613	-0.003157323	-0.03279405	0.0002291613	-0.003157323	-0.03279405	1	1	0	0	0.5563979	0.6712217	0.5	0.5171391	0.6227498	0.5	0.03112299	-0.1139113	0.9930033	0
12738	181.6204	0	0	0	0	0	0	-0.4592486	-0.7382142	8.5	0.02576302	-0.09476172	0.05	21	21	3	-0.02939038	-0.003979769	-0.03232705	0.03111264	-0.002299787	-0.03327453	-8.811379E-05	-0.003166136	-0.03278593	-8.811379E-05	-0.003166136	-0.03278593	1	1	0	0	0.5563979	0.6712217	0.5	0.5171391	0.6227498	0.5	0.03103361	-0.1141481	0.9929789	0
12739	181.6335	0	0	0	0	0	0	-0.4567308	-0.744109	8.5	0.02566653	-0.0951635	0.05	21	21	3	-0.02939182	-0.003979769	-0.03231253	0.03111521	-0.002299787	-0.03327453	-0.0009846507	-0.003191042	-0.03276418	-0.0009846507	-0.003191042	-0.03276418	1	1	0	0	0.5563979	0.6712217	0.5	0.5172027	0.6227487	0.5	0.03091578	-0.1146261	0.9929276	0
12740	181.6483	0	0	0	0	0	0	-0.4539531	-0.7551394	8.5	0.02571407	-0.09536388	0.05	21	21	3	-0.02939888	-0.003982791	-0.03230635	0.03111521	-0.002299139	-0.03331326	-0.002849871	-0.003244132	-0.03274811	-0.002849871	-0.003244132	-0.03274811	1	1	0	0	0.5563979	0.6712252	0.5	0.5172072	0.6230783	0.5	0.03097214	-0.1148641	0.9928983	0
12741	181.6704	0	0	0	0	0	0	-0.4568943	-0.7516003	8.5	0.0241889	-0.09596237	0.05	21	21	3	-0.02940194	-0.003987659	-0.03229941	0.03111617	-0.002293849	-0.03331326	-0.00609417	-0.00333531	-0.03268988	-0.00609417	-0.00333531	-0.03268988	1	1	0	0	0.5560592	0.6713164	0.5	0.5172077	0.6231136	0.5	0.02913428	-0.1155817	0.9928706	0
