Unity.frameCount	Unity.realtimeSinceStartup	Unity.Head.position.x	Unity.Head.position.y	Unity.Head.position.z	Unity.Head.rotation.euler_x	Unity.Head.rotation.euler_y	Unity.Head.rotation.euler_z	Unity.gazeHit.position.x	Unity.gazeHit.position.y	Unity.gazeHit.position.z	PicoXR.gazeHit.position.x	PicoXR.gazeHit.position.y	PicoXR.gazeHit.position.z	gazeData.leftEyePoseStatus	gazeData.rightEyePoseStatus	gazeData.combinedEyePoseStatus	gazeData.leftEyeGazePoint.x	gazeData.leftEyeGazePoint.y	gazeData.leftEyeGazePoint.z	gazeData.rightEyeGazePoint.x	gazeData.rightEyeGazePoint.y	gazeData.rightEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.leftEyeOpenness	gazeData.rightEyeOpenness	gazeData.leftEyePupilDilation	gazeData.rightEyePupilDilation	gazeData.leftEyePositionGuide.x	gazeData.leftEyePositionGuide.y	gazeData.leftEyePositionGuide.z	gazeData.rightEyePositionGuide.x	gazeData.rightEyePositionGuide.y	gazeData.rightEyePositionGuide.z	gazeData.foveatedGazeDirection.x	gazeData.foveatedGazeDirection.y	gazeData.foveatedGazeDirection.z	gazeData.foveatedGazeTrackingState
13418	190.8456	0	0	0	0	0	0	0.3090992	-1.290606	8.5	0.02569918	-0.1346816	0.05	21	21	3	-0.03064792	0.003046696	-0.0324263	0.02792699	0.004055293	-0.03091255	-0.02242823	0.00318823	-0.03221388	-0.02242823	0.00318823	-0.03221388	1	1	0	0	0.519465	0.4429349	0.5	0.4102213	0.3949062	0.5	0.0307531	-0.1611677	0.9864478	0
13419	190.8867	0	0	0	0	0	0	0.3241651	-1.307489	8.5	0.03063579	-0.1312164	0.05	21	21	3	-0.03064685	0.003051288	-0.03225156	0.02789528	0.004061029	-0.030731	-0.01181419	0.003376116	-0.03176241	-0.01181419	0.003376116	-0.03176241	1	1	0	0	0.5195275	0.4425871	0.5	0.4092216	0.3955357	0.5	0.03667744	-0.1570934	0.9869025	0
13420	190.9059	0	0	0	0	0	0	0.297706	-1.330301	8.5	0.02727618	-0.1335826	0.05	21	21	3	-0.03064553	0.003050957	-0.03224882	0.02789493	0.004081845	-0.03072602	-0.01542149	0.00331905	-0.0318528	-0.01542149	0.00331905	-0.0318528	1	1	0	0	0.5194113	0.4424067	0.5	0.4086856	0.3953731	0.5	0.03264517	-0.1598767	0.9865971	0
13421	190.9217	0	0	0	0	0	0	0.280547	-1.352749	8.5	0.02505526	-0.1357936	0.05	21	21	3	-0.03064468	0.003052689	-0.03224884	0.02789493	0.004087577	-0.03070975	-0.01932442	0.003252813	-0.03195122	-0.01932442	0.003252813	-0.03195122	1	1	0	0	0.5194708	0.4423912	0.5	0.4084809	0.3948633	0.5	0.02997679	-0.1624672	0.9862585	0
13422	190.9359	0	0	0	0	0	0	0.2817913	-1.324214	8.5	0.02563882	-0.1329942	0.05	21	21	3	-0.03064407	0.00305302	-0.03225156	0.02789493	0.004093855	-0.03070498	-0.01748737	0.003286948	-0.03190397	-0.01748737	0.003286948	-0.03190397	1	1	0	0	0.5194113	0.4424171	0.5	0.4084681	0.3932569	0.5	0.03069087	-0.1592003	0.9867691	0
13423	190.9497	0	0	0	0	0	0	0.2780444	-1.330336	8.5	0.0287579	-0.1285655	0.05	21	21	3	-0.03064247	0.003056516	-0.03232981	0.02789493	0.004116371	-0.03070146	-0.01291619	0.003377461	-0.03183671	-0.01291619	0.003377461	-0.03183671	1	1	0	0	0.5195285	0.4424797	0.5	0.4084657	0.3925682	0.5	0.03444896	-0.154008	0.9874688	0
13424	190.9644	0	0	0	0	0	0	0.3045265	-1.282468	8.5	0.02878547	-0.128975	0.05	21	21	3	-0.03064147	0.003059681	-0.03240533	0.02789493	0.004116371	-0.03070411	-0.01476252	0.003346325	-0.03194385	-0.01476252	0.003346325	-0.03194385	1	1	0	0	0.5195867	0.4425149	0.5	0.4086906	0.3925497	0.5	0.03447933	-0.1544868	0.987393	0
13425	190.9832	0	0	0	0	0	0	0.3029604	-1.280178	8.5	0.02853213	-0.1305677	0.05	21	21	3	-0.03064124	0.003057943	-0.03244727	0.0278957	0.004116371	-0.03070411	-0.01820367	0.003282832	-0.0320769	-0.01820367	0.003282832	-0.0320769	1	1	0	0	0.5197595	0.4426027	0.5	0.4092317	0.3923827	0.5	0.03416611	-0.1563497	0.9871107	0
13426	191.0026	0	0	0	0	0	0	0.2878853	-1.309791	8.5	0.02650909	-0.1321645	0.05	21	21	3	-0.03062709	0.003057943	-0.03246021	0.02789969	0.004116371	-0.03070411	-0.02076876	0.003236226	-0.03216441	-0.02076876	0.003236226	-0.03216441	1	1	0	0	0.5200697	0.4426063	0.5	0.4092317	0.3923827	0.5	0.03173659	-0.1582269	0.9868926	0
13427	191.0195	0	0	0	0	0	0	0.2503478	-1.305711	8.5	0.02260921	-0.1324115	0.05	21	21	3	-0.03059034	0.003057943	-0.03252799	0.02791845	0.004116371	-0.03070411	-0.02290975	0.003196886	-0.03228856	-0.02290975	0.003196886	-0.03228856	1	1	0	0	0.5205317	0.4426561	0.5	0.409828	0.3925304	0.5	0.02707012	-0.1585369	0.9869819	0
13428	191.0361	0	0	0	0	0	0	0.2348361	-1.319278	8.5	0.02089909	-0.1342149	0.05	21	21	3	-0.03058551	0.003057943	-0.03252799	0.0279186	0.004113404	-0.03070146	-0.02558808	0.003148101	-0.03237197	-0.02558808	0.003148101	-0.03237197	1	1	0	0	0.5206628	0.4426576	0.5	0.4098335	0.3925449	0.5	0.0250153	-0.1606494	0.9866945	0
13429	191.0518	0	0	0	0	0	0	0.2316521	-1.371968	8.5	0.02116874	-0.1395907	0.05	21	21	3	-0.03058475	0.003054557	-0.03253567	0.02792619	0.004094504	-0.03066896	-0.02620423	0.003132414	-0.03239592	-0.02620423	0.003132414	-0.03239592	1	1	0	0	0.5207657	0.4437324	0.5	0.4104976	0.3935739	0.5	0.02531117	-0.1669068	0.9856477	0
13430	191.0677	0	0	0	0	0	0	0.2442536	-1.382524	8.5	0.02233107	-0.1408362	0.05	21	21	3	-0.03058475	0.003054557	-0.03253567	0.02795459	0.003976848	-0.02983916	-0.0276519	0.003100764	-0.03240057	-0.0276519	0.003100764	-0.03240057	1	1	0	0	0.5211837	0.4437513	0.5	0.4122756	0.3981172	0.5	0.02669333	-0.1683478	0.9853662	0
13431	191.0825	0	0	0	0	0	0	0.2522618	-1.379219	8.5	0.02342498	-0.1407914	0.05	21	21	3	-0.03058419	0.003054557	-0.03253567	0.02796241	0.003975569	-0.02982553	-0.02692228	0.003112163	-0.03236616	-0.02692228	0.003112163	-0.03236616	1	1	0	0	0.5213324	0.443792	0.5	0.4125577	0.3989201	0.5	0.02800019	-0.1682898	0.9853398	0
13432	191.1012	0	0	0	0	0	0	0.262486	-1.34372	8.5	0.02466309	-0.1373841	0.05	21	21	3	-0.03057995	0.003036029	-0.03253567	0.02796456	0.003971045	-0.02981623	-0.02480835	0.003128207	-0.03226757	-0.02480835	0.003128207	-0.03226757	1	1	0	0	0.5214304	0.4439022	0.5	0.4127913	0.3997437	0.5	0.02949883	-0.1643213	0.9859657	0
13433	191.1194	0	0	0	0	0	0	0.2659463	-1.338756	8.5	0.02493099	-0.1370562	0.05	21	21	3	-0.0305737	0.003011126	-0.03251401	0.0279674	0.00396907	-0.02977993	-0.02477594	0.003105999	-0.03224323	-0.02477594	0.003105999	-0.03224323	1	1	0	0	0.5217138	0.4444281	0.5	0.4130663	0.4005423	0.5	0.0298209	-0.1639381	0.9860198	0
13434	191.1375	0	0	0	0	0	0	0.2158982	-1.401549	8.5	0.02028515	-0.1439044	0.05	21	21	3	-0.03054179	0.002981042	-0.03231743	0.02797009	0.00396907	-0.02977993	-0.02596603	0.003058308	-0.03211899	-0.02596603	0.003058308	-0.03211899	1	1	0	0	0.5223079	0.4456334	0.5	0.4130592	0.4000345	0.5	0.02423414	-0.1719188	0.984813	0
13435	191.1545	0	0	0	0	0	0	0.4331436	-1.364332	8.5	0.04057124	-0.1382041	0.05	21	21	3	-0.03050779	0.003125493	-0.03250414	0.02799401	0.004014258	-0.02945866	-0.02593282	0.003194997	-0.03226597	-0.02593282	0.003194997	-0.03226597	1	1	0	0	0.5274652	0.4415024	0.5	0.410719	0.3922463	0.5	0.04848233	-0.1651528	0.9850757	0
13436	191.1684	0	0	0	0	0	0	0.8008135	-0.8027555	8.5	0.06952544	-0.07995924	0.05	21	21	3	-0.03039573	0.003125069	-0.0312466	0.02809229	0.004447428	-0.03077101	-0.02582184	0.00322848	-0.03120941	-0.02582184	0.00322848	-0.03120941	1	1	0	0	0.5378481	0.4245451	0.5	0.4197809	0.3711797	0.5	0.08365288	-0.09620681	0.9918399	0
13437	191.1819	0	0	0	0	0	0	1.385523	0.8441157	8.5	0.02028515	-0.1439044	0.05	4	4	3	NaN	4.806454E-43	0	-1.166507E-26	1.695571E-43	6.085041E-37	0	0	0	0	0	0	0	0	0	0	1.695571E-43	-9.276693E-27	1.695571E-43	-1.219793E-12	-1.219793E-12	-1.219793E-12	0.02423414	-0.1719188	0.984813	2
13438	191.1874	0	0	0	0	0	0	0	0	0	0.02028515	-0.1439044	0.05	4	4	3	0	-6.459409E-27	-1.695571E-43	-1.438374E-30	1.695571E-43	6.459646E-27	0	0	0	0	0	0	0	0	0	0	1.695571E-43	-6.45966E-27	1.695571E-43	-6.459661E-27	1.695571E-43	-6.459663E-27	0.02423414	-0.1719188	0.984813	2
13439	191.2007	0	0	0	0	0	0	0	0	0	0.02028515	-0.1439044	0.05	4	4	3	0	-6.459409E-27	-1.695571E-43	-1.438374E-30	1.695571E-43	6.459646E-27	0	0	0	0	0	0	0	0	0	0	1.695571E-43	-6.45966E-27	1.695571E-43	-6.459661E-27	1.695571E-43	-6.459663E-27	0.02423414	-0.1719188	0.984813	2
13440	191.2154	0	0	0	0	0	0	0	0	0	0.02028515	-0.1439044	0.05	4	4	3	0	-6.459409E-27	-1.695571E-43	-1.438374E-30	1.695571E-43	6.459646E-27	0	0	0	0	0	0	0	0	0	0	1.695571E-43	-6.45966E-27	1.695571E-43	-6.459661E-27	1.695571E-43	-6.459663E-27	0.02423414	-0.1719188	0.984813	2
13441	191.2291	0	0	0	0	0	0	0	0	0	0.02028515	-0.1439044	0.05	4	4	3	0	-6.459409E-27	-1.695571E-43	-1.438374E-30	1.695571E-43	6.459646E-27	0	0	0	0	0	0	0	0	0	0	1.695571E-43	-6.45966E-27	1.695571E-43	-6.459661E-27	1.695571E-43	-6.459663E-27	0.02423414	-0.1719188	0.984813	2
13442	191.2438	0	0	0	0	0	0	0	0	0	0.02028515	-0.1439044	0.05	4	4	3	0	-6.459409E-27	-1.695571E-43	-1.438374E-30	1.695571E-43	6.459646E-27	0	0	0	0	0	0	0	0	0	0	1.695571E-43	-6.45966E-27	1.695571E-43	-6.459661E-27	1.695571E-43	-6.459663E-27	0.02423414	-0.1719188	0.984813	2
13443	191.2585	0	0	0	0	0	0	0	0	0	0.02028515	-0.1439044	0.05	4	4	3	0	-6.459409E-27	-1.695571E-43	-1.438374E-30	1.695571E-43	6.459646E-27	0	0	0	0	0	0	0	0	0	0	1.695571E-43	-6.45966E-27	1.695571E-43	-6.459661E-27	1.695571E-43	-6.459663E-27	0.02423414	-0.1719188	0.984813	2
13444	191.2766	0	0	0	0	0	0	0	0	0	0.02028515	-0.1439044	0.05	4	4	3	1.695571E-43	-6.459409E-27	-1.695571E-43	-1.438374E-30	1.695571E-43	6.459646E-27	0	0	0	0	0	0	0	0	0	0	1.695571E-43	-6.45966E-27	1.695571E-43	-6.459661E-27	1.695571E-43	-6.459663E-27	0.02423414	-0.1719188	0.984813	2
13445	191.2892	0	0	0	0	0	0	0	0	0	0.02028515	-0.1439044	0.05	4	4	3	0	-6.459409E-27	-1.695571E-43	-1.438374E-30	1.695571E-43	6.459646E-27	0	0	0	0	0	0	0	0	0	0	1.695571E-43	-6.45966E-27	1.695571E-43	-6.459661E-27	1.695571E-43	-6.459663E-27	0.02423414	-0.1719188	0.984813	2
13446	191.3017	0	0	0	0	0	0	1.777855	0.8787727	8.5	0.1613678	0.09174501	0.05	21	21	3	-0.02981153	0.005268937	-0.0399251	0.02791977	0.005937456	-0.03550377	0.02691891	0.005925865	-0.03558042	0.02691891	0.005925865	-0.03558042	1	1	0	0	0.5399752	0.3383759	0.5	0.4359202	0.3172978	0.5	0.1909729	0.1085769	0.9755719	0
13447	191.3221	0	0	0	0	0	0	2.189715	1.394062	8.5	0.02799265	0.1887184	0.05	21	21	3	-0.03021586	0.004240952	-0.03342617	0.02799571	0.005846631	-0.03465925	-0.02566359	0.004366519	-0.0335226	-0.02566359	0.004366519	-0.0335226	1	1	0	0	0.5281869	0.3524326	0.5	0.4380015	0.3131684	0.5	0.03308333	0.2230383	0.9742482	0
13448	191.3422	0	0	0	0	0	0	0.7581745	0.3200047	8.5	0.05342215	0.02555443	0.05	21	21	3	-0.03035709	0.003849334	-0.03128245	0.02807582	0.005231447	-0.03092423	-0.02578751	0.003957418	-0.03125443	-0.02578751	0.003957418	-0.03125443	1	1	0	0	0.5359977	0.382704	0.5	0.4191368	0.3387292	0.5	0.06463967	0.03092032	0.9974295	0
13449	191.3593	0	0	0	0	0	0	0.6768	0.3990753	8.5	0.0448865	0.03213146	0.05	21	21	3	-0.03020024	0.004203268	-0.03378911	0.02815741	0.005008421	-0.02969578	-0.02563655	0.004266232	-0.033469	-0.02563655	0.004266232	-0.033469	1	1	0	0	0.5361471	0.3810094	0.5	0.4210048	0.34631	0.5	0.05433001	0.03889148	0.9977654	0
13450	191.3757	0	0	0	0	0	0	0.8643667	0.09948444	8.5	0.06621412	0.004714088	0.05	21	21	3	-0.03041779	0.003713879	-0.03069651	0.02814592	0.0050756	-0.03036405	-0.02583798	0.003820369	-0.03067051	-0.02583798	0.003820369	-0.03067051	1	1	0	0	0.5372059	0.3893676	0.5	0.4239496	0.343867	0.5	0.08006498	0.005700194	0.9967734	0
13451	191.3965	0	0	0	0	0	0	0.8980662	0.1086152	8.5	0.06919277	0.005218649	0.05	21	21	3	-0.03034084	0.003897839	-0.03214833	0.02820115	0.004942481	-0.02961588	-0.02576273	0.003979533	-0.03195029	-0.02576273	0.003979533	-0.03195029	1	1	0	0	0.5387652	0.3890053	0.5	0.425802	0.3454698	0.5	0.08364175	0.006308418	0.9964759	0
13452	191.4133	0	0	0	0	0	0	0.8324968	0.1144525	8.5	0.06259496	0.004386428	0.05	21	21	3	-0.03039662	0.003740717	-0.03105213	0.02816549	0.005054459	-0.03036243	-0.02581693	0.003843455	-0.03099819	-0.02581693	0.003843455	-0.03099819	1	1	0	0	0.5370421	0.3890881	0.5	0.4256848	0.3427305	0.5	0.07571472	0.005305813	0.9971154	0
13453	191.4276	0	0	0	0	0	0	0.7917299	0.0291366	8.5	0.05935908	-0.004843355	0.05	21	21	3	-0.03040764	0.003712313	-0.03101321	0.02816596	0.005018976	-0.03027055	-0.02582706	0.003814497	-0.03095513	-0.02582706	0.003814497	-0.03095513	1	1	0	0	0.5365359	0.3913647	0.5	0.4254557	0.3420152	0.5	0.07182113	-0.005860185	0.9974003	0
13454	191.4453	0	0	0	0	0	0	0.8431231	0.1193076	8.5	0.06290986	0.004057555	0.05	21	21	3	-0.03035519	0.003847878	-0.03223805	0.02821492	0.004845799	-0.02933692	-0.02577488	0.003925918	-0.03201117	-0.02577488	0.003925918	-0.03201117	1	1	0	0	0.5372106	0.3907315	0.5	0.4251624	0.3498898	0.5	0.07609358	0.004907878	0.9970886	0
