Unity.frameCount	Unity.realtimeSinceStartup	Unity.Head.position.x	Unity.Head.position.y	Unity.Head.position.z	Unity.Head.rotation.euler_x	Unity.Head.rotation.euler_y	Unity.Head.rotation.euler_z	Unity.gazeHit.position.x	Unity.gazeHit.position.y	Unity.gazeHit.position.z	PicoXR.gazeHit.position.x	PicoXR.gazeHit.position.y	PicoXR.gazeHit.position.z	gazeData.leftEyePoseStatus	gazeData.rightEyePoseStatus	gazeData.combinedEyePoseStatus	gazeData.leftEyeGazePoint.x	gazeData.leftEyeGazePoint.y	gazeData.leftEyeGazePoint.z	gazeData.rightEyeGazePoint.x	gazeData.rightEyeGazePoint.y	gazeData.rightEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.leftEyeOpenness	gazeData.rightEyeOpenness	gazeData.leftEyePupilDilation	gazeData.rightEyePupilDilation	gazeData.leftEyePositionGuide.x	gazeData.leftEyePositionGuide.y	gazeData.leftEyePositionGuide.z	gazeData.rightEyePositionGuide.x	gazeData.rightEyePositionGuide.y	gazeData.rightEyePositionGuide.z	gazeData.foveatedGazeDirection.x	gazeData.foveatedGazeDirection.y	gazeData.foveatedGazeDirection.z	gazeData.foveatedGazeTrackingState
13523	192.4824	0	0	0	0	0	0	1.746902	-3.844114	8.5	0.05926522	-0.1315699	0.05	21	21	3	-0.03204266	-0.002769148	-0.02198112	0.03318679	-0.002935559	-0.02149303	-0.004417756	-0.002839623	-0.02177441	-0.004417756	-0.002839623	-0.02177441	1	1	0	0	0.4922534	0.6042931	0.5	0.5664279	0.607853	0.5	0.07081762	-0.1572164	0.9850218	0
13524	192.5096	0	0	0	0	0	0	1.771212	-3.842332	8.5	0.0597745	-0.1306011	0.05	21	21	3	-0.0320447	-0.002774508	-0.02196906	0.03318704	-0.002938764	-0.02148152	-0.006238125	-0.00283949	-0.02177618	-0.006238125	-0.00283949	-0.02177618	1	1	0	0	0.4922089	0.6042196	0.5	0.5665231	0.6079053	0.5	0.07143603	-0.1560803	0.9851578	0
13525	192.5232	0	0	0	0	0	0	1.783496	-3.842964	8.500001	0.0603526	-0.1304093	0.05	21	21	3	-0.03204733	-0.002774508	-0.02196906	0.03318736	-0.002938785	-0.0214724	-0.008090268	-0.002834838	-0.02178666	-0.008090268	-0.002834838	-0.02178666	1	1	0	0	0.4921936	0.6042198	0.5	0.5665394	0.6079475	0.5	0.07212591	-0.155849	0.9851441	0
13526	192.5367	0	0	0	0	0	0	1.786215	-3.851309	8.5	0.06050238	-0.1309628	0.05	21	21	3	-0.03204777	-0.002769966	-0.02197601	0.03318794	-0.002939731	-0.02146387	-0.00860092	-0.002830983	-0.02179194	-0.00860092	-0.002830983	-0.02179194	1	1	0	0	0.4921663	0.6043162	0.5	0.5666134	0.6079122	0.5	0.07229652	-0.1564922	0.9850296	0
13527	192.5508	0	0	0	0	0	0	1.776689	-3.848549	8.5	0.06018711	-0.1307222	0.05	21	21	3	-0.03204777	-0.002769148	-0.02198095	0.0331887	-0.00293977	-0.02145989	-0.007033864	-0.00283457	-0.02178116	-0.007033864	-0.00283457	-0.02178116	1	1	0	0	0.4921749	0.604164	0.5	0.5666118	0.6079022	0.5	0.07192496	-0.1562161	0.9851007	0
13528	192.563	0	0	0	0	0	0	1.779941	-3.845434	8.5	0.06029861	-0.1303969	0.05	21	21	3	-0.03204777	-0.002767619	-0.02198112	0.03318951	-0.002939986	-0.02145895	-0.007782228	-0.002831732	-0.0217869	-0.007782228	-0.002831732	-0.0217869	1	1	0	0	0.4921762	0.6040572	0.5	0.5666137	0.6079066	0.5	0.0720619	-0.1558353	0.985151	0
13529	192.5756	0	0	0	0	0	0	1.78324	-3.839607	8.5	0.0604814	-0.129865	0.05	21	21	3	-0.03204777	-0.002765987	-0.0220032	0.0331913	-0.002940179	-0.0214555	-0.008373836	-0.002829198	-0.02180446	-0.008373836	-0.002829198	-0.02180446	1	1	0	0	0.4922099	0.603891	0.5	0.5666198	0.6079224	0.5	0.07228635	-0.1552125	0.9852328	0
13530	192.5888	0	0	0	0	0	0	1.776025	-3.838322	8.5	0.06025672	-0.1297715	0.05	21	21	3	-0.03204814	-0.002764221	-0.02200454	0.03319225	-0.002940813	-0.02145113	-0.007458423	-0.00283078	-0.02179595	-0.007458423	-0.00283078	-0.02179595	1	1	0	0	0.4922131	0.6037965	0.5	0.5665987	0.607886	0.5	0.07202046	-0.1551065	0.985269	0
13531	192.604	0	0	0	0	0	0	1.759286	-3.841335	8.500001	0.05939026	-0.1300687	0.05	21	21	3	-0.0320484	-0.002760971	-0.02200454	0.03319494	-0.002941227	-0.0214261	-0.005810191	-0.002833463	-0.02177192	-0.005810191	-0.002833463	-0.02177192	1	1	0	0	0.492003	0.6036305	0.5	0.5667058	0.6080007	0.5	0.07098618	-0.1554646	0.9852876	0
13532	192.6171	0	0	0	0	0	0	1.769326	-3.84273	8.5	0.06055386	-0.1300657	0.05	21	21	3	-0.03204907	-0.002760971	-0.02200454	0.03319677	-0.002941227	-0.02141814	-0.005380955	-0.002834648	-0.02176486	-0.005380955	-0.002834648	-0.02176486	1	1	0	0	0.4922152	0.603583	0.5	0.5670117	0.6080194	0.5	0.07236981	-0.1554456	0.98519	0
