Unity.frameCount	Unity.realtimeSinceStartup	Unity.Head.position.x	Unity.Head.position.y	Unity.Head.position.z	Unity.Head.rotation.euler_x	Unity.Head.rotation.euler_y	Unity.Head.rotation.euler_z	Unity.gazeHit.position.x	Unity.gazeHit.position.y	Unity.gazeHit.position.z	PicoXR.gazeHit.position.x	PicoXR.gazeHit.position.y	PicoXR.gazeHit.position.z	gazeData.leftEyePoseStatus	gazeData.rightEyePoseStatus	gazeData.combinedEyePoseStatus	gazeData.leftEyeGazePoint.x	gazeData.leftEyeGazePoint.y	gazeData.leftEyeGazePoint.z	gazeData.rightEyeGazePoint.x	gazeData.rightEyeGazePoint.y	gazeData.rightEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.leftEyeOpenness	gazeData.rightEyeOpenness	gazeData.leftEyePupilDilation	gazeData.rightEyePupilDilation	gazeData.leftEyePositionGuide.x	gazeData.leftEyePositionGuide.y	gazeData.leftEyePositionGuide.z	gazeData.rightEyePositionGuide.x	gazeData.rightEyePositionGuide.y	gazeData.rightEyePositionGuide.z	gazeData.foveatedGazeDirection.x	gazeData.foveatedGazeDirection.y	gazeData.foveatedGazeDirection.z	gazeData.foveatedGazeTrackingState
16879	239.3241	0	0	0	0	0	0	0.4925957	-4.491499	8.5	0.001480652	-0.1877934	0.05	21	21	3	-0.03369098	6.588686E-05	-0.02905423	0.028691	0.004241008	-0.02735649	0.01110896	0.003064272	-0.02783499	0.01110896	0.003064272	-0.02783499	1	1	0	0	0.4222956	0.5330367	0.5	0.4336479	0.3983477	0.5	0.001751302	-0.2221204	0.9750177	0
16880	239.3639	0	0	0	0	0	0	0.4867013	-4.574811	8.5	0.001485607	-0.1926241	0.05	21	21	3	-0.03369162	6.332378E-05	-0.02904837	0.02869314	0.004241008	-0.02735649	0.00979325	0.00297535	-0.02786906	0.00979325	0.00297535	-0.02786906	1	1	0	0	0.4222839	0.5332301	0.5	0.4339212	0.3985085	0.5	0.001754908	-0.2275417	0.9737667	0
16881	239.3808	0	0	0	0	0	0	0.4835187	-4.596461	8.5	0.003003636	-0.1892026	0.05	21	21	3	-0.03369141	6.168315E-05	-0.02904837	0.02869358	0.004239674	-0.02735649	0.01097766	0.003053219	-0.02783695	0.01097766	0.003053219	-0.02783695	1	1	0	0	0.4224301	0.5332319	0.5	0.4340685	0.3985978	0.5	0.003551338	-0.2237029	0.9746509	0
16882	239.3971	0	0	0	0	0	0	0.4929701	-4.589204	8.5	0.002229845	-0.1919176	0.05	21	21	3	-0.03369133	6.131886E-05	-0.02904818	0.02869429	0.004238514	-0.02736698	0.009846073	0.002976482	-0.02787491	0.009846073	0.002976482	-0.02787491	1	1	0	0	0.4224875	0.5332373	0.5	0.4340585	0.3984516	0.5	0.002634552	-0.2267498	0.9739495	0
16883	239.4127	0	0	0	0	0	0	0.4916707	-4.614867	8.5	0.002840973	-0.1899114	0.05	21	21	3	-0.03369133	6.065905E-05	-0.02904782	0.0286958	0.004239674	-0.02737419	0.01076658	0.003038681	-0.02785517	0.01076658	0.003038681	-0.02785517	1	1	0	0	0.4222293	0.5331978	0.5	0.4341877	0.3986194	0.5	0.003358386	-0.224499	0.9744686	0
16884	239.4293	0	0	0	0	0	0	0.5157167	-4.50153	8.5	0.003666472	-0.1862878	0.05	21	21	3	-0.03369162	6.065905E-05	-0.02904782	0.02869721	0.004239674	-0.02737419	0.0119136	0.003115451	-0.02782442	0.0119136	0.003115451	-0.02782442	1	1	0	0	0.4225259	0.5330743	0.5	0.4341419	0.3986201	0.5	0.004338345	-0.2204247	0.9753942	0
16885	239.4447	0	0	0	0	0	0	0.5078601	-4.523799	8.5	0.003325697	-0.1874789	0.05	21	21	3	-0.03369204	6.065905E-05	-0.02904782	0.02869783	0.004238514	-0.02737419	0.0114533	0.003083757	-0.02783678	0.0114533	0.003083757	-0.02783678	1	1	0	0	0.4225262	0.5330458	0.5	0.4341419	0.3986201	0.5	0.003933906	-0.2217653	0.9750922	0
16886	239.4596	0	0	0	0	0	0	0.5080027	-4.508782	8.5	0.003776768	-0.185244	0.05	21	21	3	-0.03369229	6.090115E-05	-0.02904782	0.02869807	0.004237394	-0.02737419	0.01214445	0.003129274	-0.02781824	0.01214445	0.003129274	-0.02781824	1	1	0	0	0.422594	0.533005	0.5	0.4341262	0.3986203	0.5	0.004470064	-0.219249	0.9756587	0
16887	239.4783	0	0	0	0	0	0	0.5042648	-4.505138	8.5	0.004216444	-0.1827645	0.05	21	21	3	-0.03369229	6.168315E-05	-0.0290525	0.02869916	0.004237394	-0.02737419	0.01269838	0.0031665	-0.0278046	0.01269838	0.0031665	-0.0278046	1	1	0	0	0.4227124	0.5329814	0.5	0.434139	0.3984126	0.5	0.004993631	-0.2164522	0.9762805	0
16888	239.4982	0	0	0	0	0	0	0.4815652	-4.481041	8.5	0.002331915	-0.1833637	0.05	21	21	3	-0.03369287	9.174345E-05	-0.02915692	0.02874413	0.004184235	-0.02685752	0.01332556	0.003173611	-0.02742534	0.01332556	0.003173611	-0.02742534	1	1	0	0	0.4228945	0.5322754	0.5	0.4351476	0.4009759	0.5	0.00276134	-0.2171303	0.9761387	0
16889	239.5206	0	0	0	0	0	0	0.470033	-4.562245	8.5	0.001225988	-0.1896525	0.05	21	21	3	-0.03369287	9.285092E-05	-0.02916668	0.0287449	0.004180862	-0.02685752	0.01112901	0.00302749	-0.02750901	0.01112901	0.00302749	-0.02750901	1	1	0	0	0.4229604	0.5321993	0.5	0.4351407	0.400994	0.5	0.001449377	-0.2242094	0.9745399	0
16890	239.5386	0	0	0	0	0	0	0.4689598	-4.590157	8.5	0.001008621	-0.1915495	0.05	21	21	3	-0.03369287	9.339299E-05	-0.02919671	0.02874561	0.004180862	-0.02685752	0.01029878	0.00297326	-0.02754861	0.01029878	0.00297326	-0.02754861	1	1	0	0	0.4230447	0.5318614	0.5	0.4351866	0.4009932	0.5	0.001191802	-0.2263377	0.9740482	0
16891	239.5558	0	0	0	0	0	0	0.4730889	-4.581041	8.5	0.001206714	-0.1904365	0.05	21	21	3	-0.03369287	9.639088E-05	-0.02921728	0.02874565	0.004180862	-0.02685356	0.01033286	0.002976372	-0.02755061	0.01033286	0.002976372	-0.02755061	1	1	0	0	0.4230509	0.5316427	0.5	0.4352314	0.4008012	0.5	0.001426294	-0.2250894	0.9743371	0
16892	239.5762	0	0	0	0	0	0	0.4756041	-4.562204	8.5	0.001245996	-0.1888642	0.05	21	21	3	-0.03369287	9.731817E-05	-0.02921728	0.02874565	0.004180862	-0.02685356	0.01068613	0.00299975	-0.02753723	0.01068613	0.00299975	-0.02753723	1	1	0	0	0.4230814	0.5316429	0.5	0.4351892	0.4006599	0.5	0.001473338	-0.223324	0.9747431	0
16893	239.5921	0	0	0	0	0	0	0.482922	-4.524538	8.5	0.001902304	-0.1859242	0.05	21	21	3	-0.0336866	0.0001034062	-0.02921728	0.02874565	0.004184235	-0.02685752	0.01178413	0.00307556	-0.02749861	0.01178413	0.00307556	-0.02749861	1	1	0	0	0.4232366	0.5314285	0.5	0.4352217	0.4006359	0.5	0.002251127	-0.2200168	0.9754936	0
16894	239.6168	0	0	0	0	0	0	0.4920492	-4.540809	8.5	0.002475665	-0.1873471	0.05	21	21	3	-0.03368229	0.0001034062	-0.02921728	0.02874565	0.004186192	-0.02687057	0.01123955	0.003041293	-0.02752863	0.01123955	0.003041293	-0.02752863	1	1	0	0	0.4235357	0.5313197	0.5	0.4353784	0.4005692	0.5	0.002928529	-0.2216178	0.9751292	0
16895	239.6434	0	0	0	0	0	0	0.4833241	-4.549038	8.5	0.001800295	-0.1882278	0.05	21	21	3	-0.03368147	0.0001059531	-0.02922852	0.02874561	0.004199334	-0.02688509	0.01143961	0.003064569	-0.02753473	0.01143961	0.003064569	-0.02753473	1	1	0	0	0.4235553	0.5312589	0.5	0.4351688	0.4005287	0.5	0.002129128	-0.2226085	0.9749056	0
