brightness,time_ms
0.1269201994067729,0.0
0.1270545878972439,33.36666666666667
0.1268993099681794,66.73333333333333
0.1269588691699821,100.1
0.1268816796779139,133.46666666666667
0.1271336490355853,166.83333333333334
0.1270021616283649,200.2
0.1265609441820498,233.56666666666663
0.1256085100962517,266.93333333333334
0.1263591127550218,300.3
0.1263394664577095,333.6666666666667
0.1263411830265334,367.0333333333333
0.1261710000099166,400.4
0.1263719287095749,433.7666666666667
0.1262885184678955,467.1333333333333
0.1263235344547494,500.50000000000006
0.1261942206536268,533.8666666666667
0.1265072211881848,567.2333333333333
0.1278668004364203,600.6
0.1284109117795007,633.9666666666667
0.1283604220877476,667.3333333333334
0.1277581207634769,700.7
0.1272359837708822,734.0666666666666
0.1226053984606519,767.4333333333333
0.1205158084449886,800.8000000000001
0.1202302742725067,834.1666666666667
0.1199509053747296,867.5333333333334
0.1197680091581423,900.9
0.118797750620045,934.2666666666668
0.1169032814641148,967.6333333333332
0.1166704780418357,1001.0
0.1166607239215801,1034.3666666666666
0.1165139437331713,1067.7333333333331
0.1173723851163692,1101.1
0.1174370656568012,1134.4666666666667
0.1174234453167009,1167.8333333333333
0.1173633502781629,1201.2
0.1175850442283724,1234.5666666666666
0.1177845766004612,1267.9333333333334
0.120125335370488,1301.3000000000002
0.1203992752962522,1334.6666666666667
0.1206964522560357,1368.0333333333335
0.1205687737026117,1401.4
0.1203392704043702,1434.7666666666669
0.1195674662608878,1468.1333333333332
0.1181224204185326,1501.5
0.1176813025748444,1534.8666666666666
0.1168445045840538,1568.2333333333331
0.116399745571929,1601.6
0.1154958091260077,1634.9666666666667
0.1139738927720162,1668.3333333333337
0.1138682888020696,1701.7
0.1136618082031401,1735.0666666666668
0.1137006872578504,1768.4333333333334
0.1135007337810976,1801.8
0.1135751375523892,1835.1666666666663
0.1135992495763406,1868.5333333333333
0.1149587027454695,1901.9
0.1153210519546172,1935.2666666666669
0.1157266766015563,1968.6333333333332
0.1174946201986533,2002.0
0.1182001293570425,2035.3666666666663
0.1183300987701881,2068.733333333333
0.118524704596076,2102.1
0.1183376017456688,2135.4666666666667
0.1184867156607583,2168.833333333333
0.1183199128284941,2202.2
0.1183003201148703,2235.5666666666666
0.1180578514581675,2268.9333333333334
0.1169610125169125,2302.3
0.11570335698566,2335.6666666666665
0.1146742831133381,2369.0333333333333
0.1142881969659326,2402.4
0.1143342436253081,2435.766666666667
0.1139281688754358,2469.133333333333
0.1137356862239172,2502.5
0.1131740423019422,2535.866666666667
0.1133147259288174,2569.2333333333336
0.1131057495913416,2602.6000000000004
0.113324611171459,2635.9666666666667
0.1135502526625948,2669.333333333333
0.1167292347491972,2702.7000000000003
0.1168076925984081,2736.066666666667
0.1170586848420031,2769.4333333333334
0.1166815295174237,2802.8
0.1170498366010752,2836.1666666666665
0.1168510468356997,2869.5333333333333
0.1169375668217694,2902.9
0.1165693486239958,2936.2666666666664
0.1170231613862273,2969.633333333333
0.1167742091047376,3003.0
0.1163429815468502,3036.366666666667
0.1151013614035188,3069.733333333333
0.1137714032114068,3103.1
0.1133968255768986,3136.4666666666667
0.1134163653372168,3169.833333333333
0.1130089409091035,3203.2000000000003
0.1134489637546705,3236.5666666666666
0.1134257708483633,3269.9333333333334
0.1137370157295348,3303.3
0.1136318574496601,3336.666666666667
